virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,180,1,96,585,10000
3,180,1,96,252,10000
4,180,1,96,595,10000
1,210,1,96,1,10000
2,210,1,96,609,10000
3,210,1,96,302,10000
4,210,1,96,649,10000
1,240,1,96,0,10000
2,240,1,96,643,10000
3,240,1,96,328,10000
4,240,1,96,583,10000
1,270,1,96,0,10000
2,270,1,96,647,10000
3,270,1,96,362,10000
4,270,1,96,607,10000
1,300,1,96,0,10000
2,300,1,96,689,10000
3,300,1,96,355,10000
4,300,1,96,604,10000
1,330,1,96,0,10000
2,330,1,96,634,10000
3,330,1,96,354,10000
4,330,1,96,639,10000
1,360,1,96,0,10000
2,360,1,96,692,10000
3,360,1,96,368,10000
4,360,1,96,599,10000
