virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,270,0.875,85,647,10000
1,300,0.875,85,0,10000
2,300,0.875,85,729,10000
3,300,0.875,85,396,10000
4,300,0.875,85,688,10000
1,330,0.875,85,1,10000
2,330,0.875,85,698,10000
3,330,0.875,85,405,10000
4,330,0.875,85,626,10000
1,360,0.875,85,0,10000
2,360,0.875,85,732,10000
3,360,0.875,85,377,10000
4,360,0.875,85,649,10000
1,-360,0.9166666666666666,85,0,10000
2,-360,0.9166666666666666,85,695,10000
3,-360,0.9166666666666666,85,418,10000
4,-360,0.9166666666666666,85,637,10000
1,-330,0.9166666666666666,85,0,10000
2,-330,0.9166666666666666,85,691,10000
3,-330,0.9166666666666666,85,406,10000
4,-330,0.9166666666666666,85,660,10000
1,-300,0.9166666666666666,85,0,10000
2,-300,0.9166666666666666,85,731,10000
3,-300,0.9166666666666666,85,422,10000
4,-300,0.9166666666666666,85,626,10000
1,-270,0.9166666666666666,85,0,10000
