virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,300,0.375,39,408,10000
4,300,0.375,39,720,10000
1,330,0.375,39,1,10000
2,330,0.375,39,674,10000
3,330,0.375,39,425,10000
4,330,0.375,39,632,10000
1,360,0.375,39,1,10000
2,360,0.375,39,724,10000
3,360,0.375,39,423,10000
4,360,0.375,39,626,10000
1,-360,0.41666666666666663,39,0,10000
2,-360,0.41666666666666663,39,689,10000
3,-360,0.41666666666666663,39,441,10000
4,-360,0.41666666666666663,39,602,10000
1,-330,0.41666666666666663,39,0,10000
2,-330,0.41666666666666663,39,682,10000
3,-330,0.41666666666666663,39,405,10000
4,-330,0.41666666666666663,39,653,10000
1,-300,0.41666666666666663,39,0,10000
2,-300,0.41666666666666663,39,692,10000
3,-300,0.41666666666666663,39,389,10000
4,-300,0.41666666666666663,39,615,10000
1,-270,0.41666666666666663,39,0,10000
2,-270,0.41666666666666663,39,749,10000
3,-270,0.41666666666666663,39,389,10000
4,-270,0.41666666666666663,39,648,10000
