virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-240,0.7083333333333333,67,626,10000
1,-210,0.7083333333333333,67,1,10000
2,-210,0.7083333333333333,67,673,10000
3,-210,0.7083333333333333,67,400,10000
4,-210,0.7083333333333333,67,579,10000
1,-180,0.7083333333333333,67,0,10000
2,-180,0.7083333333333333,67,675,10000
3,-180,0.7083333333333333,67,400,10000
4,-180,0.7083333333333333,67,606,10000
1,-150,0.7083333333333333,67,1,10000
2,-150,0.7083333333333333,67,589,10000
3,-150,0.7083333333333333,67,356,10000
4,-150,0.7083333333333333,67,554,10000
1,-120,0.7083333333333333,67,0,10000
2,-120,0.7083333333333333,67,595,10000
3,-120,0.7083333333333333,67,336,10000
4,-120,0.7083333333333333,67,557,10000
1,-90,0.7083333333333333,67,0,10000
2,-90,0.7083333333333333,67,562,10000
3,-90,0.7083333333333333,67,314,10000
4,-90,0.7083333333333333,67,478,10000
1,-60,0.7083333333333333,67,1,10000
2,-60,0.7083333333333333,67,507,10000
3,-60,0.7083333333333333,67,284,10000
4,-60,0.7083333333333333,67,474,10000
1,-30,0.7083333333333333,67,0,10000
