virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-90,0.625,60,0,10000
2,-90,0.625,60,575,10000
3,-90,0.625,60,332,10000
4,-90,0.625,60,502,10000
1,-60,0.625,60,0,10000
2,-60,0.625,60,522,10000
3,-60,0.625,60,317,10000
4,-60,0.625,60,537,10000
1,-30,0.625,60,0,10000
2,-30,0.625,60,433,10000
3,-30,0.625,60,253,10000
4,-30,0.625,60,435,10000
1,0,0.625,60,0,10000
2,0,0.625,60,460,10000
3,0,0.625,60,258,10000
4,0,0.625,60,448,10000
1,30,0.625,60,0,10000
2,30,0.625,60,513,10000
3,30,0.625,60,279,10000
4,30,0.625,60,533,10000
1,60,0.625,60,0,10000
2,60,0.625,60,517,10000
3,60,0.625,60,340,10000
4,60,0.625,60,534,10000
1,90,0.625,60,0,10000
2,90,0.625,60,600,10000
