virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,90,0.875,84,514,10000
3,90,0.875,84,265,10000
4,90,0.875,84,557,10000
1,120,0.875,84,0,10000
2,120,0.875,84,582,10000
3,120,0.875,84,299,10000
4,120,0.875,84,579,10000
1,150,0.875,84,0,10000
2,150,0.875,84,644,10000
3,150,0.875,84,342,10000
4,150,0.875,84,595,10000
1,180,0.875,84,0,10000
2,180,0.875,84,630,10000
3,180,0.875,84,308,10000
4,180,0.875,84,590,10000
1,210,0.875,84,0,10000
2,210,0.875,84,679,10000
3,210,0.875,84,356,10000
4,210,0.875,84,618,10000
1,240,0.875,84,0,10000
2,240,0.875,84,690,10000
3,240,0.875,84,377,10000
4,240,0.875,84,629,10000
1,270,0.875,84,0,10000
2,270,0.875,84,624,10000
3,270,0.875,84,374,10000
