virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,-300,0.625,59,409,10000
4,-300,0.625,59,647,10000
1,-270,0.625,59,0,10000
2,-270,0.625,59,678,10000
3,-270,0.625,59,415,10000
4,-270,0.625,59,599,10000
1,-240,0.625,59,0,10000
2,-240,0.625,59,647,10000
3,-240,0.625,59,404,10000
4,-240,0.625,59,650,10000
1,-210,0.625,59,0,10000
2,-210,0.625,59,665,10000
3,-210,0.625,59,407,10000
4,-210,0.625,59,602,10000
1,-180,0.625,59,0,10000
2,-180,0.625,59,683,10000
3,-180,0.625,59,347,10000
4,-180,0.625,59,640,10000
1,-150,0.625,59,0,10000
2,-150,0.625,59,643,10000
3,-150,0.625,59,386,10000
4,-150,0.625,59,598,10000
1,-120,0.625,59,0,10000
2,-120,0.625,59,590,10000
3,-120,0.625,59,375,10000
4,-120,0.625,59,568,10000
