virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,330,0.9583333333333333,93,609,10000
1,360,0.9583333333333333,93,0,10000
2,360,0.9583333333333333,93,696,10000
3,360,0.9583333333333333,93,417,10000
4,360,0.9583333333333333,93,641,10000
1,-360,1,93,0,10000
2,-360,1,93,665,10000
3,-360,1,93,390,10000
4,-360,1,93,657,10000
1,-330,1,93,0,10000
2,-330,1,93,695,10000
3,-330,1,93,440,10000
4,-330,1,93,563,10000
1,-300,1,93,0,10000
2,-300,1,93,707,10000
3,-300,1,93,407,10000
4,-300,1,93,688,10000
1,-270,1,93,1,10000
2,-270,1,93,621,10000
3,-270,1,93,363,10000
4,-270,1,93,634,10000
1,-240,1,93,0,10000
2,-240,1,93,663,10000
3,-240,1,93,359,10000
4,-240,1,93,669,10000
1,-210,1,93,0,10000
