virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,360,0.20833333333333331,24,671,10000
1,-360,0.25,24,1,10000
2,-360,0.25,24,688,10000
3,-360,0.25,24,470,10000
4,-360,0.25,24,596,10000
1,-330,0.25,24,0,10000
2,-330,0.25,24,691,10000
3,-330,0.25,24,408,10000
4,-330,0.25,24,614,10000
1,-300,0.25,24,1,10000
2,-300,0.25,24,669,10000
3,-300,0.25,24,476,10000
4,-300,0.25,24,603,10000
1,-270,0.25,24,0,10000
2,-270,0.25,24,709,10000
3,-270,0.25,24,448,10000
4,-270,0.25,24,613,10000
1,-240,0.25,24,0,10000
2,-240,0.25,24,696,10000
3,-240,0.25,24,407,10000
4,-240,0.25,24,609,10000
1,-210,0.25,24,1,10000
2,-210,0.25,24,683,10000
3,-210,0.25,24,424,10000
4,-210,0.25,24,617,10000
1,-180,0.25,24,1,10000
