virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,90,0.625,61,336,10000
4,90,0.625,61,586,10000
1,120,0.625,61,0,10000
2,120,0.625,61,632,10000
3,120,0.625,61,411,10000
4,120,0.625,61,572,10000
1,150,0.625,61,0,10000
2,150,0.625,61,620,10000
3,150,0.625,61,374,10000
4,150,0.625,61,586,10000
1,180,0.625,61,1,10000
2,180,0.625,61,657,10000
3,180,0.625,61,424,10000
4,180,0.625,61,612,10000
1,210,0.625,61,1,10000
2,210,0.625,61,696,10000
3,210,0.625,61,416,10000
4,210,0.625,61,623,10000
1,240,0.625,61,1,10000
2,240,0.625,61,698,10000
3,240,0.625,61,389,10000
4,240,0.625,61,631,10000
1,270,0.625,61,0,10000
2,270,0.625,61,696,10000
3,270,0.625,61,413,10000
4,270,0.625,61,636,10000
