virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,270,0.875,85,622,10000
1,300,0.875,85,0,10000
2,300,0.875,85,666,10000
3,300,0.875,85,419,10000
4,300,0.875,85,632,10000
1,330,0.875,85,0,10000
2,330,0.875,85,668,10000
3,330,0.875,85,399,10000
4,330,0.875,85,591,10000
1,360,0.875,85,0,10000
2,360,0.875,85,680,10000
3,360,0.875,85,391,10000
4,360,0.875,85,655,10000
1,-360,0.9166666666666666,85,0,10000
2,-360,0.9166666666666666,85,719,10000
3,-360,0.9166666666666666,85,441,10000
4,-360,0.9166666666666666,85,658,10000
1,-330,0.9166666666666666,85,0,10000
2,-330,0.9166666666666666,85,693,10000
3,-330,0.9166666666666666,85,431,10000
4,-330,0.9166666666666666,85,656,10000
1,-300,0.9166666666666666,85,0,10000
2,-300,0.9166666666666666,85,702,10000
3,-300,0.9166666666666666,85,430,10000
4,-300,0.9166666666666666,85,636,10000
1,-270,0.9166666666666666,85,0,10000
