virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-90,0.125,14,569,10000
1,-60,0.125,14,0,10000
2,-60,0.125,14,672,10000
3,-60,0.125,14,433,10000
4,-60,0.125,14,600,10000
1,-30,0.125,14,0,10000
2,-30,0.125,14,662,10000
3,-30,0.125,14,418,10000
4,-30,0.125,14,592,10000
1,0,0.125,14,0,10000
2,0,0.125,14,667,10000
3,0,0.125,14,418,10000
4,0,0.125,14,612,10000
1,30,0.125,14,1,10000
2,30,0.125,14,677,10000
3,30,0.125,14,399,10000
4,30,0.125,14,666,10000
1,60,0.125,14,0,10000
2,60,0.125,14,665,10000
3,60,0.125,14,440,10000
4,60,0.125,14,642,10000
1,90,0.125,14,0,10000
2,90,0.125,14,685,10000
3,90,0.125,14,418,10000
4,90,0.125,14,590,10000
1,120,0.125,14,0,10000
