virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,-300,0.875,82,715,10000
3,-300,0.875,82,403,10000
4,-300,0.875,82,612,10000
1,-270,0.875,82,1,10000
2,-270,0.875,82,676,10000
3,-270,0.875,82,417,10000
4,-270,0.875,82,616,10000
1,-240,0.875,82,0,10000
2,-240,0.875,82,663,10000
3,-240,0.875,82,393,10000
4,-240,0.875,82,651,10000
1,-210,0.875,82,0,10000
2,-210,0.875,82,664,10000
3,-210,0.875,82,406,10000
4,-210,0.875,82,579,10000
1,-180,0.875,82,0,10000
2,-180,0.875,82,640,10000
3,-180,0.875,82,357,10000
4,-180,0.875,82,610,10000
1,-150,0.875,82,0,10000
2,-150,0.875,82,549,10000
3,-150,0.875,82,357,10000
4,-150,0.875,82,560,10000
1,-120,0.875,82,0,10000
2,-120,0.875,82,541,10000
3,-120,0.875,82,327,10000
