virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,-90,0.375,37,421,10000
4,-90,0.375,37,558,10000
1,-60,0.375,37,1,10000
2,-60,0.375,37,603,10000
3,-60,0.375,37,340,10000
4,-60,0.375,37,556,10000
1,-30,0.375,37,0,10000
2,-30,0.375,37,573,10000
3,-30,0.375,37,335,10000
4,-30,0.375,37,525,10000
1,0,0.375,37,0,10000
2,0,0.375,37,530,10000
3,0,0.375,37,358,10000
4,0,0.375,37,499,10000
1,30,0.375,37,0,10000
2,30,0.375,37,601,10000
3,30,0.375,37,351,10000
4,30,0.375,37,552,10000
1,60,0.375,37,0,10000
2,60,0.375,37,559,10000
3,60,0.375,37,355,10000
4,60,0.375,37,572,10000
1,90,0.375,37,0,10000
2,90,0.375,37,648,10000
3,90,0.375,37,383,10000
4,90,0.375,37,560,10000
