virus,vaccine_timing,vaccine_coverage,group,emergences,trials
2,0,0.75,72,416,10000
3,0,0.75,72,243,10000
4,0,0.75,72,424,10000
1,30,0.75,72,0,10000
2,30,0.75,72,454,10000
3,30,0.75,72,270,10000
4,30,0.75,72,523,10000
1,60,0.75,72,0,10000
2,60,0.75,72,544,10000
3,60,0.75,72,298,10000
4,60,0.75,72,503,10000
1,90,0.75,72,0,10000
2,90,0.75,72,533,10000
3,90,0.75,72,329,10000
4,90,0.75,72,524,10000
1,120,0.75,72,0,10000
2,120,0.75,72,550,10000
3,120,0.75,72,341,10000
4,120,0.75,72,616,10000
1,150,0.75,72,0,10000
2,150,0.75,72,652,10000
3,150,0.75,72,326,10000
4,150,0.75,72,592,10000
1,180,0.75,72,0,10000
2,180,0.75,72,634,10000
3,180,0.75,72,385,10000
