virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,360,0.20833333333333331,24,612,10000
1,-360,0.25,24,0,10000
2,-360,0.25,24,741,10000
3,-360,0.25,24,422,10000
4,-360,0.25,24,667,10000
1,-330,0.25,24,0,10000
2,-330,0.25,24,673,10000
3,-330,0.25,24,418,10000
4,-330,0.25,24,622,10000
1,-300,0.25,24,0,10000
2,-300,0.25,24,695,10000
3,-300,0.25,24,436,10000
4,-300,0.25,24,638,10000
1,-270,0.25,24,0,10000
2,-270,0.25,24,716,10000
3,-270,0.25,24,425,10000
4,-270,0.25,24,641,10000
1,-240,0.25,24,0,10000
2,-240,0.25,24,721,10000
3,-240,0.25,24,385,10000
4,-240,0.25,24,606,10000
1,-210,0.25,24,0,10000
2,-210,0.25,24,673,10000
3,-210,0.25,24,423,10000
4,-210,0.25,24,671,10000
1,-180,0.25,24,0,10000
