virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,-210,0.75,71,564,10000
1,-180,0.75,71,0,10000
2,-180,0.75,71,625,10000
3,-180,0.75,71,401,10000
4,-180,0.75,71,629,10000
1,-150,0.75,71,0,10000
2,-150,0.75,71,623,10000
3,-150,0.75,71,361,10000
4,-150,0.75,71,592,10000
1,-120,0.75,71,0,10000
2,-120,0.75,71,590,10000
3,-120,0.75,71,356,10000
4,-120,0.75,71,567,10000
1,-90,0.75,71,0,10000
2,-90,0.75,71,559,10000
3,-90,0.75,71,312,10000
4,-90,0.75,71,518,10000
1,-60,0.75,71,0,10000
2,-60,0.75,71,459,10000
3,-60,0.75,71,274,10000
4,-60,0.75,71,490,10000
1,-30,0.75,71,0,10000
2,-30,0.75,71,410,10000
3,-30,0.75,71,233,10000
4,-30,0.75,71,394,10000
1,0,0.75,71,0,10000
