virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,270,0.08333333333333333,12,640,10000
1,300,0.08333333333333333,12,2,10000
2,300,0.08333333333333333,12,741,10000
3,300,0.08333333333333333,12,415,10000
4,300,0.08333333333333333,12,657,10000
1,330,0.08333333333333333,12,0,10000
2,330,0.08333333333333333,12,744,10000
3,330,0.08333333333333333,12,483,10000
4,330,0.08333333333333333,12,608,10000
1,360,0.08333333333333333,12,0,10000
2,360,0.08333333333333333,12,703,10000
3,360,0.08333333333333333,12,413,10000
4,360,0.08333333333333333,12,657,10000
1,-360,0.125,12,0,10000
2,-360,0.125,12,712,10000
3,-360,0.125,12,419,10000
4,-360,0.125,12,630,10000
1,-330,0.125,12,1,10000
2,-330,0.125,12,720,10000
3,-330,0.125,12,438,10000
4,-330,0.125,12,625,10000
1,-300,0.125,12,0,10000
2,-300,0.125,12,689,10000
3,-300,0.125,12,449,10000
4,-300,0.125,12,623,10000
1,-270,0.125,12,0,10000
