virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,270,0.3333333333333333,35,433,10000
4,270,0.3333333333333333,35,632,10000
1,300,0.3333333333333333,35,0,10000
2,300,0.3333333333333333,35,706,10000
3,300,0.3333333333333333,35,456,10000
4,300,0.3333333333333333,35,677,10000
1,330,0.3333333333333333,35,0,10000
2,330,0.3333333333333333,35,697,10000
3,330,0.3333333333333333,35,439,10000
4,330,0.3333333333333333,35,624,10000
1,360,0.3333333333333333,35,0,10000
2,360,0.3333333333333333,35,717,10000
3,360,0.3333333333333333,35,481,10000
4,360,0.3333333333333333,35,647,10000
1,-360,0.375,35,0,10000
2,-360,0.375,35,678,10000
3,-360,0.375,35,431,10000
4,-360,0.375,35,634,10000
1,-330,0.375,35,0,10000
2,-330,0.375,35,711,10000
3,-330,0.375,35,424,10000
4,-330,0.375,35,675,10000
1,-300,0.375,35,0,10000
2,-300,0.375,35,694,10000
3,-300,0.375,35,444,10000
4,-300,0.375,35,613,10000
