virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,-90,0.625,60,0,10000
2,-90,0.625,60,553,10000
3,-90,0.625,60,366,10000
4,-90,0.625,60,543,10000
1,-60,0.625,60,0,10000
2,-60,0.625,60,499,10000
3,-60,0.625,60,339,10000
4,-60,0.625,60,479,10000
1,-30,0.625,60,0,10000
2,-30,0.625,60,464,10000
3,-30,0.625,60,293,10000
4,-30,0.625,60,488,10000
1,0,0.625,60,0,10000
2,0,0.625,60,472,10000
3,0,0.625,60,273,10000
4,0,0.625,60,479,10000
1,30,0.625,60,1,10000
2,30,0.625,60,497,10000
3,30,0.625,60,304,10000
4,30,0.625,60,501,10000
1,60,0.625,60,0,10000
2,60,0.625,60,558,10000
3,60,0.625,60,317,10000
4,60,0.625,60,565,10000
1,90,0.625,60,0,10000
2,90,0.625,60,569,10000
