virus,vaccine_timing,vaccine_coverage,group,emergences,trials
1,210,0.5,50,0,10000
2,210,0.5,50,738,10000
3,210,0.5,50,387,10000
4,210,0.5,50,588,10000
1,240,0.5,50,0,10000
2,240,0.5,50,644,10000
3,240,0.5,50,412,10000
4,240,0.5,50,582,10000
1,270,0.5,50,0,10000
2,270,0.5,50,701,10000
3,270,0.5,50,407,10000
4,270,0.5,50,614,10000
1,300,0.5,50,0,10000
2,300,0.5,50,720,10000
3,300,0.5,50,435,10000
4,300,0.5,50,610,10000
1,330,0.5,50,0,10000
2,330,0.5,50,672,10000
3,330,0.5,50,402,10000
4,330,0.5,50,649,10000
1,360,0.5,50,0,10000
2,360,0.5,50,688,10000
3,360,0.5,50,430,10000
4,360,0.5,50,633,10000
1,-360,0.5416666666666666,50,0,10000
2,-360,0.5416666666666666,50,706,10000
