virus,vaccine_timing,vaccine_coverage,group,emergences,trials
3,90,0.625,61,318,10000
4,90,0.625,61,585,10000
1,120,0.625,61,0,10000
2,120,0.625,61,604,10000
3,120,0.625,61,394,10000
4,120,0.625,61,589,10000
1,150,0.625,61,0,10000
2,150,0.625,61,638,10000
3,150,0.625,61,368,10000
4,150,0.625,61,595,10000
1,180,0.625,61,0,10000
2,180,0.625,61,671,10000
3,180,0.625,61,380,10000
4,180,0.625,61,606,10000
1,210,0.625,61,0,10000
2,210,0.625,61,687,10000
3,210,0.625,61,424,10000
4,210,0.625,61,590,10000
1,240,0.625,61,0,10000
2,240,0.625,61,682,10000
3,240,0.625,61,421,10000
4,240,0.625,61,654,10000
1,270,0.625,61,1,10000
2,270,0.625,61,688,10000
3,270,0.625,61,408,10000
4,270,0.625,61,595,10000
