virus,vaccine_timing,vaccine_coverage,group,emergences,trials
4,270,0.875,85,590,10000
1,300,0.875,85,0,10000
2,300,0.875,85,718,10000
3,300,0.875,85,384,10000
4,300,0.875,85,688,10000
1,330,0.875,85,0,10000
2,330,0.875,85,677,10000
3,330,0.875,85,417,10000
4,330,0.875,85,693,10000
1,360,0.875,85,0,10000
2,360,0.875,85,685,10000
3,360,0.875,85,422,10000
4,360,0.875,85,630,10000
1,-360,0.9166666666666666,85,1,10000
2,-360,0.9166666666666666,85,683,10000
3,-360,0.9166666666666666,85,434,10000
4,-360,0.9166666666666666,85,625,10000
1,-330,0.9166666666666666,85,0,10000
2,-330,0.9166666666666666,85,708,10000
3,-330,0.9166666666666666,85,429,10000
4,-330,0.9166666666666666,85,621,10000
1,-300,0.9166666666666666,85,0,10000
2,-300,0.9166666666666666,85,712,10000
3,-300,0.9166666666666666,85,405,10000
4,-300,0.9166666666666666,85,619,10000
1,-270,0.9166666666666666,85,0,10000
