R0_wuhan,recovery_wuhan,R0_alpha,recovery_alpha,R0_delta,recovery_delta,weight
1.5906583341779912,0.0505985971583592,2.2652493470371446,0.3424820304236154,2.4454705672645267,0.12168537013194199,3.0994509363432143e-4
1.5933147842644315,0.04898060868000156,2.316684152441077,0.3392083006692066,2.54401020834548,0.1162609106844824,0.0010908254939243217
1.5780768120224675,0.05046536024603251,2.2010407597158106,0.3788739808695585,2.4104247900784594,0.11101319146244681,2.251422852539921e-4
1.5697869815080454,0.04942507241167208,2.4056844886847646,0.40492884727267053,2.6615954756478026,0.10363113955005368,0.00436141325165617
1.5979371145064991,0.05026398330683042,2.241657652319422,0.30887280103095566,2.7281667387855912,0.06554055606713313,0.0021426415034902107
1.562001076667475,0.05030601334514686,2.3810354291515714,0.40677362290307806,2.7368870192358132,0.08193781863170532,8.217240148593257e-4
1.6104592959679267,0.04956932645547914,2.254298364608739,0.3091810757105686,2.422297574301232,0.09906638744370072,2.2505943088668122e-5
1.5906583341779912,0.0505985971583592,2.2652493470371446,0.3424820304236154,2.6009501088723894,0.10117266917976214,0.001533294779438522
1.596861743124001,0.04942551825932122,2.300801980010679,0.3673777938149182,2.782739013048461,0.09264025031015968,0.004236200094774231
1.5794240966606348,0.04808102261376873,2.1726362132525714,0.3755571181965652,2.5317807498959772,0.05805750774295512,0.0010535287411198517
1.577751857773593,0.05122975829460233,2.3723563299358843,0.34750449891521584,2.681821904326829,0.07673893875663315,0.005357041272663611
1.6171462039216435,0.04892966044605399,2.242976468432985,0.3178430570884981,2.4521531613223444,0.08378074810110579,0.0030820285037348382
1.5943315602493162,0.05039747041145787,2.171051331166879,0.30908113289711836,2.1902911369151616,0.11819168600486665,5.188852458714218e-4
1.5540191062405058,0.04920366692762527,2.1322587301162583,0.4287037854994103,2.2788790131031185,0.107342424115182,0.001138662785921441
1.5873103031954054,0.04958731397727236,2.226331523799746,0.4095638370100197,2.608835883668699,0.12380341418557494,0.0015379982221928505
1.5828431813759312,0.04904149357369859,2.240029979382508,0.33947890346874515,2.38999323075883,0.056180450113355776,3.365886697842521e-4
1.6154691585293248,0.05062319363061046,2.0878468856903343,0.26005242725609395,2.326920383303513,0.05852781793879135,6.263533807533127e-4
1.5697869815080454,0.04942507241167208,2.4056844886847646,0.40492884727267053,2.8949106466987864,0.07553588467898223,0.0012536073443782066
1.5697869815080454,0.04942507241167208,2.4056844886847646,0.40492884727267053,2.5363974650548435,0.1061163307237895,0.0012383928129132372
1.5771563337843504,0.0498585786402552,2.295904852808543,0.41418306812686834,2.759233742179279,0.10016601261589843,9.304151397092766e-4
1.5630091865634903,0.05008677797881549,2.420807804341761,0.4465494762186017,2.912167942605777,0.10178742947907214,0.0032063058008206043
1.5864877143318217,0.05001828463280395,2.263982564125408,0.3356062158127924,2.489251541255847,0.09948183737697835,6.452602062251915e-4
1.5802657199434482,0.04964542772099924,2.353023094367641,0.36490525909258426,2.5500599134635844,0.10746341008107743,0.0015138010912229684
1.5826213263322912,0.04896545881183198,2.3470602533761897,0.3713216667910024,2.362720782708661,0.1078082263437747,0.002063970400717449
1.5792631693286416,0.05150540928744007,2.3165383662215393,0.3650315921989277,2.448763814499748,0.09339343758825118,5.5106221669670166e-5
1.5643032622535358,0.05160434404506526,2.4262188286791826,0.38370647086338694,2.5108941044470456,0.09050777978555712,9.716698874069148e-4
1.6171462039216435,0.04892966044605399,2.242976468432985,0.3178430570884981,2.374021294153737,0.11550999030058912,4.8563969127547697e-4
1.5729554769647007,0.04986894568788797,2.3343723510348138,0.43829404216725526,2.466898269658624,0.16380162314420516,1.0594163470229279e-4
1.5949005490998502,0.04978644571520815,2.282136232312479,0.30741790650448625,2.4090071788211103,0.09714054323307639,0.0014400329940182177
1.5869724427810783,0.04807446890346739,2.302359760125778,0.41201737223507273,2.7381415245088836,0.07563683662237165,0.0010470126915550417
1.5790277201586045,0.05215795380422499,2.343023526254253,0.33532523170666295,2.499669224783627,0.061529469613120856,0.0023997316507999526
1.62012185085338,0.04970506253933302,2.1778295396592173,0.3114123202864348,2.682541481157752,0.08579900881928547,0.002181784710154281
1.603445663865798,0.04962890482025787,2.179948476111661,0.34239396982828235,2.4605214199926904,0.09395731012507193,3.9940317842330255e-4
1.5682678292536374,0.04856036388251049,2.333883458412186,0.4060674697982137,2.4675668542038616,0.0735579161914753,0.0013293265999050653
1.6081186701539791,0.04801934501251846,2.1725839378066847,0.3236872568841422,2.6697005261775706,0.060112537149609555,0.0017313806118459463
1.5999358462287403,0.04998890486145951,2.140362346060287,0.2955834474983474,2.253508981508023,0.08212356213836662,2.7993196878711366e-4
1.5958776707217064,0.04963536087551554,2.245370475075512,0.3841862170468355,2.6682549324830322,0.10629180869942877,3.969682593123061e-4
1.5975548296719193,0.05006812950844991,2.29194767059159,0.333706851422011,2.368617677233575,0.07743561391327754,0.0018245452148869911
1.5863401846624667,0.04880845416743253,2.280352476495335,0.41272786754708,2.4134658547741616,0.131307966320601,4.1228073041786226e-4
1.6004240016720808,0.04727107980553199,2.2450310112986953,0.3999510573070443,2.5615108563309814,0.08759909424231839,4.960585933207454e-4
1.565734621325956,0.04853535189174414,2.3907805385529466,0.415031511568609,2.647963125130154,0.1041496910875736,0.002822333249624613
1.561407114260141,0.04921724093168669,2.3625246633545873,0.4246347655795807,2.670909000169115,0.08465290887896802,0.003016659969470462
1.610704695576783,0.05055633992822372,2.1385286491484177,0.3105419872677258,2.4031161420970424,0.07809211662641094,4.773317233186213e-4
1.6068363245163744,0.05115296666022407,2.224365451455501,0.2890094013615962,2.396309590797918,0.08220263534040727,0.0021037291234122708
1.572459241218629,0.05169787286510455,2.3116198059549458,0.4079183020295096,2.2832781139216642,0.14259865153678278,8.347355029785598e-4
1.603445663865798,0.04962890482025787,2.179948476111661,0.34239396982828235,2.5232054283064604,0.11119394375733943,4.368330218196338e-4
1.6100792697558255,0.04846790567043088,2.1221641418249564,0.32002783503901716,2.4047070945037046,0.08137626541323176,5.957451344762401e-4
1.559828741748012,0.05014937354997381,2.393224784471194,0.44568147795451385,2.447985968023998,0.1296066788628556,7.858714936220447e-4
1.6177792865743024,0.04924453959968324,2.1949782933383304,0.3066445041667618,2.218452899183405,0.10509099701028711,8.580048155471687e-4
1.568636957385371,0.04981648322059924,2.1446391342294944,0.3814304141708984,2.4440561670552965,0.07369638835738677,0.001917562488992449
1.5846412351876316,0.04892565963837601,2.3082973014471,0.4168720810163853,2.512557530233734,0.08014534053213784,0.00259649890400906
1.5949005490998502,0.04978644571520815,2.282136232312479,0.30741790650448625,2.6217095090285563,0.07399288194500349,0.0024381710634180146
1.5717629431695126,0.049813193143618,2.280526652864989,0.39733577682310833,2.5812192740481295,0.14631354708847932,1.002349970441893e-4
1.5869724427810783,0.04807446890346739,2.302359760125778,0.41201737223507273,2.614863987332898,0.09866621297342479,0.003688831729321117
1.5790277201586045,0.05215795380422499,2.2749443757306103,0.3807767180952328,2.6022352577844785,0.07154711946394607,0.003143928510655367
1.5625692765496582,0.05163551649420224,2.222958457899373,0.3685457316810301,2.311542754556506,0.10755814302676392,9.596683813017286e-4
1.6165528848703357,0.0487397726283616,2.227177792437915,0.2781291368556445,2.2637449700751144,0.07293484184989711,2.7773466450966823e-4
1.5836086077772016,0.05101605838914403,2.2095439202863254,0.39192147502047353,2.345905269899828,0.11699085512882465,0.0015965020350308381
1.5717600838036343,0.04916006994623529,2.339417365139595,0.45317100992038134,2.5428378171413817,0.13443964625231714,0.0012792898305246973
1.5968252751435037,0.04872170005978735,2.2683671209782106,0.3325719386382358,2.6264004099539964,0.08282038575631087,0.002293643172405203
1.5884431732348994,0.04889527338746129,2.2282390042088176,0.4067060166407013,2.644922832812244,0.0855671455767942,0.0036062360772912304
1.5647235845768888,0.05007531247014701,2.34969967452669,0.4151750854422327,2.6005435386808946,0.09429492719411403,0.0012134738282579807
1.5771563337843504,0.0498585786402552,2.295904852808543,0.41418306812686834,2.655206296722031,0.10615005221556156,0.0034560995031358193
1.5920544553361065,0.04949198834700627,2.2719585754216487,0.3817122223932172,2.522625421752288,0.08920889179696344,1.5034590280456738e-4
1.5906583341779912,0.0505985971583592,2.2652493470371446,0.3424820304236154,2.509838822932101,0.09072094778679277,3.8008783205599684e-4
1.6004240016720808,0.04727107980553199,2.2450310112986953,0.3999510573070443,2.5994570033761115,0.09566791486208916,0.0025645073623404443
1.572459241218629,0.05169787286510455,2.3116198059549458,0.4079183020295096,2.440227085244804,0.08985840993818316,0.0035830045524643944
1.5597909019936371,0.05144946720961897,2.3824301128999825,0.3994073184254459,2.2990848613492836,0.14929183679797733,4.3179740960358275e-4
1.6198165453950055,0.04784779345828439,2.132693183549849,0.33875842741868417,2.2861462957672023,0.10299705463924129,2.2668121775667706e-4
1.5597909019936371,0.05144946720961897,2.3824301128999825,0.3994073184254459,2.79237320555083,0.07508673397732679,5.401469133759723e-4
1.5713405789257535,0.05022683626349807,2.423717057976606,0.41501867571018736,2.6002079868569563,0.07932135157085435,0.002205608941696276
1.5810600081909698,0.05222520380126327,2.2674024327634212,0.3484611096399952,2.351607090275345,0.12473623526547806,9.992542106663461e-4
1.5830595476625349,0.04777527637035049,2.25147061489619,0.3826773422703018,2.6352530556973344,0.09138597425577319,0.003838145798135158
1.6067679188252515,0.04929877316579441,2.2233900564462044,0.3070969312853701,2.5606002899024665,0.08000241870100125,1.6312484724835497e-6
1.5882789077375656,0.05049138573737928,2.2547937652359957,0.34378777033700586,2.344723695567557,0.12874482795516898,3.585784489679968e-4
1.5849426483888576,0.04809727822254527,2.314008886749975,0.4007222947082716,2.6149529436629164,0.12093545800944368,0.0041470353014120874
1.5634465173152294,0.05105703120304856,2.407210005944005,0.3779905802702904,2.341152487928883,0.1111610667336811,0.0013490592662945128
1.562001076667475,0.05030601334514686,2.3810354291515714,0.40677362290307806,2.637572819315468,0.06571516833595999,0.004119119476405577
1.5991138523764126,0.04865595668739092,2.246115649193226,0.3625667313857202,2.34492083853532,0.0964726737645,0.001413444012834156
1.6040115508634212,0.05065747898571953,2.185514836367278,0.2954633968923891,2.4258194295676794,0.08140361520461198,0.0015075427479482016
1.5867528371061728,0.04955100478665631,2.3117676010362556,0.33429496961725813,2.5588205049670587,0.09294194835985704,0.001116974701814954
1.5868684640960633,0.04923939529591741,2.0183762460261425,0.33772069403136973,2.312480482855162,0.0715427057596039,4.7874020734147587e-4
1.5849708744682007,0.04961960029680658,2.3135506496780356,0.38137039312914095,2.573425890917879,0.08615982932445165,4.669300307123789e-4
1.5820034942310546,0.04884591888014252,2.29754018421746,0.34234191990031293,2.6416368458477746,0.08293047854530865,8.252818593962144e-4
1.5598872329878313,0.05282179255050564,2.401946812764963,0.39627189443455463,2.7100892725732786,0.08039007945475392,0.0023398157656735175
1.6110063630954663,0.05081885538709983,2.156952459036749,0.2919195481132175,2.512572463104904,0.06843402245639202,0.0031888068164933276
1.5897494126874916,0.04885175018541198,2.2102692081129978,0.3842788892135603,2.5355849581357255,0.10864039315491658,9.79158680607909e-4
1.6178203146237249,0.04910897760076424,2.145685867887443,0.30738058303307847,2.3367649977714495,0.10495268553716795,0.0011264611951176486
1.5634465173152294,0.05105703120304856,2.407210005944005,0.3779905802702904,2.2095718232938455,0.14167207458968273,4.1522735664084663e-4
1.598754938451031,0.05158205771679756,2.299758707279017,0.3419631266296692,2.723044314369783,0.06586834481948695,0.005211417528362523
1.5679938136121452,0.05057424842805636,2.358786197582331,0.3964658741078731,2.6920863746119377,0.09357047344700456,0.0034495541324342806
1.6251774805483612,0.04767503929423555,2.12666921583321,0.3385264204182536,2.664500555067981,0.10818729454007332,0.0024677105560582937
1.5958386774200173,0.04933112572616626,2.179333820701606,0.3628304003430734,2.375617310292318,0.0970037327744803,0.0024532850107303146
1.5701874570554637,0.0477147640514826,2.336617272236335,0.4065038314185194,2.573182887463157,0.07975507069118834,0.001512669320377091
1.6040115508634212,0.05065747898571953,2.185514836367278,0.2954633968923891,2.3897385945536396,0.09828786910884658,5.456330038359834e-4
1.5968252751435037,0.04872170005978735,2.2683671209782106,0.3325719386382358,2.302103526696639,0.08777904130989049,0.0013966821380134084
1.5926768101050843,0.04946822309510908,2.294004159530667,0.3690916679598632,2.5755248761777105,0.10411262793389497,0.0020273211704183425
1.567181378531149,0.04908883831601566,2.3059729550168533,0.41392232819238145,2.629115894165294,0.09099122701124744,0.003716982995653914
1.561407114260141,0.04921724093168669,2.3625246633545873,0.4246347655795807,2.575772854683867,0.09940311516690496,0.0037072213184300706
1.580976305316843,0.05003548008991872,2.2981317151358396,0.3746672923023811,2.4889956577027763,0.075938803369277455,0.002815584464255236
1.6227349222204968,0.04850374058928864,2.0957784649002704,0.3092144061578631,2.786992209936166,0.05170493847010227,0.003988144934496811
1.5643032622535358,0.05160434404506526,2.4262188286791826,0.38370647086338694,2.5252517185512957,0.09008552334327197,0.0018466283120655703
1.5884589875059876,0.05125026741606976,2.216990780040039,0.34565366374258133,2.43742707901567,0.11540778025107361,0.001844159073467791
1.5924923334313104,0.05044189584950675,2.3635546712980005,0.3642135657079949,2.295768938732716,0.129163676833014,5.226318374622521e-4
1.6099553256120762,0.04857537086838432,2.22548028736485,0.3395043784121243,2.515742877119881,0.12683774048936264,0.0018235396233800682
1.5788384882893889,0.04926785910628186,2.229848987198168,0.4064870755458396,2.713959367062093,0.1094871810943406,0.0013583875517789983
1.5864877143318217,0.05001828463280395,2.263982564125408,0.3356062158127924,2.6702777568992833,0.07964588212050629,0.003822245977382967
1.5631903174577428,0.05091837593354886,2.379018308524812,0.4256902553043674,2.567527520881446,0.09696393789046351,0.001751904524668365
1.564996143429652,0.04783189541126431,2.147248674273654,0.3681134111176818,2.604734799850012,0.08671952331553547,0.0029777277209009126
1.562001076667475,0.05030601334514686,2.3810354291515714,0.40677362290307806,2.727321576116143,0.0969220019366774,1.169675585071002e-4
1.5467371785668638,0.04893138759831138,2.4426090116374417,0.468813715863559,2.697406939683666,0.07137877967297733,1.7491153733366772e-4
1.571633728080245,0.05007338125097228,2.1629335721555747,0.3980460595257505,2.6504453595647943,0.07074356269360171,0.0016333099672183075
1.5783225045183498,0.05006108469142911,2.2893318620535084,0.3799203362150743,2.248881000257839,0.14906193113176355,3.100374955685831e-4
1.5602803314091993,0.05142059215207899,2.2965020399711316,0.4200474014759674,2.7223640511125455,0.1149052213018076,0.002218675419702839
1.5853338465908156,0.04982654051572115,2.3346491709256787,0.37004940163647126,2.370463488744403,0.10223692869933765,1.547489481475252e-4
1.5652158990406375,0.0517205571065194,2.3980548515004427,0.3754734687194264,2.830051293423768,0.07112031329571207,0.0023900706284367356
1.6158167566567812,0.04973823551708186,2.171443778933147,0.2804552384008512,2.6227352123780117,0.06978201047284394,0.0027407146975876396
1.6099553256120762,0.04857537086838432,2.22548028736485,0.3395043784121243,2.60704209814537,0.06542761549667245,9.63002613726357e-4
1.6241615558289535,0.05238639968404483,2.1323353444869824,0.25929422443487304,2.489487993012822,0.07289698815765658,0.0034911939450644955
1.5759140498034536,0.04867460886731067,2.2778242678070595,0.4208781084731385,2.7979467262726097,0.09476141160761715,0.0035229567697810105
1.6040115508634212,0.05065747898571953,2.185514836367278,0.2954633968923891,2.6214177356554527,0.04959333425549537,0.001432595481589851
1.5897494126874916,0.04885175018541198,2.2102692081129978,0.3842788892135603,2.715207038231706,0.09786985738355214,0.0025444187296200355
1.5999204730060608,0.04945323824440676,2.168692188788675,0.3149959797009431,2.5231719769568888,0.08010319495407858,0.001133396512029902
1.610162203706685,0.05039788395464279,2.158173637529348,0.33536720754690225,2.361638172494617,0.062295746197964665,0.001149290151165276
1.6150861541777983,0.04981201496528856,2.167498276737796,0.3099519592017341,2.6580328215468687,0.07522338175955764,5.067964713359729e-4
1.5741246940041822,0.05017442971767843,2.298929231488914,0.35431208019790544,2.4625929118311776,0.08540614781032899,6.971700640785729e-5
