R0_wuhan,recovery_wuhan,weight
1.6044122593082948,0.04942055677050863,1.8424538594530898e-5
1.6309403737309283,0.04860291947171679,4.32303570774169e-5
1.5831074702212957,0.05071564557826223,4.367825269649101e-5
1.5721392955092195,0.04745813656913366,2.8404627063169972e-5
1.6986348648003768,0.04862336937372406,1.9630778785123287e-5
1.6424457409766204,0.05035985840784222,1.6966265680221855e-5
1.5698214556513888,0.05010463192429855,3.7919686315676586e-5
1.5573303169221602,0.05088665199687554,8.506140477599115e-6
1.5315107914493455,0.049971403576749604,2.85348977450905e-5
1.5795503668249822,0.04974366347483399,4.89823159218177e-5
1.6376692943592672,0.048145452326714876,4.682170834422316e-5
1.5145459736226596,0.050940688811044854,2.9676542413862298e-5
1.4917793430749215,0.049296995109960245,4.5210703254188305e-5
1.6840298282260897,0.0504178952021405,2.9863479802864738e-5
1.5189731192316691,0.05062398877611712,2.256834984808471e-5
1.5910461446950146,0.0504593439968146,4.1499441649642974e-5
1.608722945779369,0.04977980337831897,4.765772738820411e-5
1.5230295187319405,0.050466773957308725,4.921349669926242e-5
1.60793627046313,0.04925741337451345,2.3938586153315257e-5
1.5900771498369757,0.05168968097611958,1.9471901344531033e-5
1.6938575973765209,0.050273929154663784,2.1364614041096233e-5
1.597220495693455,0.04910793859211383,3.38112605075093e-5
1.6090326851725747,0.049630288966010676,4.5915432678239154e-5
1.702435273452707,0.048153299600992065,1.3930264494374897e-5
1.5872013592908254,0.04926285833648052,5.264531675609139e-5
1.7018142665343297,0.049531330519135414,1.9569372629981737e-5
1.6378514693440178,0.05059700526026898,3.939298343448489e-5
1.678238696362585,0.04852949127755446,2.1294025374015778e-5
1.5905157324954233,0.04993860043380463,2.2030507870690924e-5
1.5303652666014937,0.048897545025042996,3.247498902668955e-5
1.6070698358901647,0.04834077376781059,4.344746768071129e-5
1.572847729024586,0.049436218046493265,3.46238073071145e-6
1.517711387784747,0.048905675682452535,1.7741511356065156e-5
1.4745955463808857,0.049280566286362154,3.3693873189582615e-5
1.6554139505025458,0.049711631676349254,6.864916648299671e-6
1.636723158378305,0.05182972687460875,2.333632575102069e-5
1.6665614502419999,0.0476712950956186,2.1896278329102267e-5
1.4884748149708398,0.04886588835988123,9.073689754854213e-6
1.5707291057599584,0.050886919222034796,1.515511017448463e-5
1.687560649955933,0.04686898787117506,1.4960961212979805e-5
1.6737221160988212,0.05111353923245088,3.412488371032662e-5
1.5853343595553429,0.048868703712546764,4.564856552732703e-5
1.5602319698748564,0.051465776690959565,2.5230079944158976e-5
1.5511234997346428,0.050751415303069064,7.446654094862836e-6
1.6615445511392068,0.04836522624382334,1.6326742403003655e-5
1.646814807737785,0.04973755037689802,4.947949636436774e-6
1.5492648925014145,0.049004374855752375,5.359633994516171e-5
1.6399232331783709,0.049516339984729034,6.0730124808620175e-6
1.705156580212479,0.04810013443071128,3.031116991460608e-6
1.683714334938453,0.04907350450521499,3.4037632285906886e-5
1.596348934262648,0.049048358259916845,4.428895015370049e-5
1.7333056552635615,0.05031884743414568,8.7260344612293e-6
1.6310165439317172,0.04920376440806223,3.202723591325924e-5
1.5272814009236948,0.05052427311973059,2.3781091658598034e-5
1.6353145410573067,0.04821669513245464,4.16515985764473e-5
1.5986166305846112,0.047933979963248864,2.5031523786001383e-5
1.6537126616037006,0.04901473929733847,4.3605372002841265e-5
1.6216079175799496,0.0499194599898081,1.441929650553692e-5
1.5288329714011173,0.04952728768593191,3.750470898337756e-5
1.5463688966118534,0.04888832531043457,9.849067600778679e-6
1.5839112589302211,0.047773253198275176,4.0629142477573003e-7
1.535019279547227,0.050403396217511276,5.143071180140756e-5
1.5496331416030644,0.050138020101018685,4.684898000164822e-5
1.6131186228605157,0.04869515027036113,3.701068480018647e-5
1.6724091444602018,0.04863039513511153,2.2729886534097424e-5
1.6029378157264802,0.04897790306015825,7.23545525990985e-6
1.616730001461189,0.050464553214424474,2.149190060048209e-5
1.5149017270421412,0.0494645512066902,8.2887708054454e-6
1.4206518357245053,0.04986012354441634,3.007959867592788e-5
1.5532292895068471,0.049928411792588126,3.381888405860305e-5
1.5568712028569187,0.051915990128133534,3.9557724968958246e-5
1.5979116245765976,0.05004931322807126,3.82713202689831e-5
1.5409866915506891,0.051403304221997265,3.4170773267910796e-5
1.5114576975335838,0.049825011349396015,3.402261404734703e-5
1.5888271110294998,0.050831552012749026,4.877720554891922e-5
1.5016711881498932,0.04922957156773684,1.352940592649132e-5
1.6978967765709374,0.04830935546404939,9.654475918469792e-7
1.496357830826168,0.04822812565794515,4.114867241337856e-5
1.5695367023712736,0.047865874247929915,3.336554528745524e-5
1.5452581251573156,0.05066766831665076,2.4484222726547927e-5
1.6790308808324463,0.049894124739379986,7.190193198299799e-6
1.571559630883783,0.04821935969541093,4.575132819509419e-6
1.5730078716574498,0.0502479362613436,8.617242929312233e-6
1.6891272837201112,0.04988111690278785,1.2026848164413279e-5
1.5894196226842754,0.049014569354752416,1.8935307707061323e-5
1.5847215797568608,0.05001992307158401,4.9107150636143806e-5
1.5288837899863095,0.04948724822707747,2.5500584569055325e-5
1.605493222702921,0.05000436909840131,1.2152517318502361e-5
1.6202089646320572,0.05091666876378957,2.615545174572032e-5
1.5414660849955024,0.05025000302800216,2.121859563219826e-5
1.5622130746888556,0.04858540794221212,1.611522466366453e-5
1.6494851237358013,0.04806702738696891,9.438992382894217e-6
1.6234893532218229,0.048478177233681176,4.4715455480517575e-5
1.7230678617263635,0.04946270367434679,1.1957034094736107e-5
1.5020444373408284,0.04979279076105052,2.9017086170507917e-5
1.6357354960304427,0.05105870772000524,2.0047533491735268e-5
1.6892268145347342,0.05055904694756768,2.1173859873186325e-5
1.5147380566688657,0.04906070645199965,2.6283212507342075e-5
1.6246489307537488,0.048771473410758104,3.999761143535781e-5
1.591422584108093,0.04980961634922559,4.9793291515389514e-5
1.6445804279208063,0.04861679026305836,4.6214020467388934e-5
1.6222733805235565,0.04858302261444456,3.153148971197751e-5
1.5362603337118437,0.050123225670557804,8.24936462374418e-6
1.4028108679984466,0.05170213039216124,3.2472876475472356e-5
1.5507761816285501,0.049131711517285966,3.615058863207434e-5
1.5601060769544128,0.04893929478285538,9.448892250150759e-6
1.6088373347252614,0.05257110527893342,3.585390311144529e-5
1.5907975789202045,0.051172855778838,4.4461567400390744e-5
1.6407818765555182,0.05130694154700176,3.8922281928666764e-5
1.5970193063942373,0.05090777338182874,4.806231566496343e-5
1.6176624843830643,0.04955230987563323,3.580638900704552e-5
1.6681270506646262,0.04989953429056324,2.5474198239597488e-5
1.5979622246250906,0.0519018233582233,6.30009103908859e-6
1.6202184695034718,0.04931302144608814,4.131053928219519e-5
