R0_wuhan,recovery_wuhan,R0_alpha,recovery_alpha,weight
1.6367040411681464,0.04947232328462001,2.1200841202365117,0.2359809617876906,6.805891163789642e-4
1.5858216760206536,0.04900593106883887,2.1368615675714433,0.35263240584592215,0.001994574712224383
1.5540191062405058,0.04920366692762527,2.1322587301162583,0.42870378549941035,7.799868927355994e-4
1.588783561804501,0.05048920374204751,2.317966304267674,0.33597770044124,2.3859677485994502e-4
1.5864823444097866,0.05015378228006083,2.189192928805389,0.3434171153183505,1.6701688238749117e-4
1.585804150276825,0.05161672119517086,2.3137786182079774,0.33826504508735633,5.488137857288613e-4
1.605110612409616,0.04981138151782304,2.119161430143086,0.25055841800168965,2.0621216661749391e-4
1.598424185314614,0.04963768043200398,2.3472136169956164,0.36027263473030924,0.0019239026095224444
1.5828966593022218,0.04965660408252891,2.3364073531015763,0.3764392331642191,0.003078563541157106
1.5757051361734729,0.050241241232353,2.268152713845876,0.40418366227011543,0.0013671990474707352
1.5821463051042857,0.04755711386281931,2.1586546866690126,0.4030791010237094,1.7862640736027674e-5
1.592525958887165,0.04944346966422636,2.2547410741627227,0.3666758557677912,0.0024816104795635768
1.600557401055091,0.05021045660332886,2.1913628027948677,0.33745468408994317,1.995378718865794e-4
1.6464703073875793,0.04842257759609873,2.0118298284605163,0.24520384673481638,0.001412438202590593
1.60746347148958,0.05315620709688391,2.2131595015414933,0.24176033997926608,0.002237333222908662
1.6021322331843006,0.05162168545286626,2.086383124643146,0.2589934144496714,2.955208727838022e-4
1.615985224433546,0.04981239780708791,2.167632067752397,0.30867006202389397,0.0029078340891786963
1.627605078559789,0.04731323934725789,2.2055645139223072,0.3524280095754243,9.00185028288784e-4
1.6568746447570768,0.04701381212857724,2.0030183618988784,0.23574368338344415,2.2128656218458663e-4
1.6218861427217155,0.04868034280180016,2.107294071067412,0.30210783639561506,0.002758729626235246
1.6150114551877144,0.0488531080190403,2.17562374494234,0.308395767111053,1.765835006541548e-4
1.6089974863196843,0.04878831915581343,2.1696581647452464,0.3491887709099471,7.815701284604164e-5
1.577210456497306,0.04792743761487263,2.361094977429556,0.39011332627603623,5.436300096078287e-4
1.5528940066075152,0.05079381030949277,2.4035433267367496,0.44037175772805215,0.0012607543894801614
1.5988756982214611,0.04920494726622228,2.229401342603064,0.33382979833766385,7.144287649985699e-4
1.5960834447136265,0.04931418272418777,2.274575152885784,0.35773147819367274,0.0014807602303652505
1.6216413036993302,0.04956952280310931,2.0974141220471343,0.2758031452882498,0.0011534383116285738
1.6348342966699612,0.04954809987206933,2.123129070502132,0.2658954754227729,0.0017336034383450534
1.583917851698538,0.04974355645244613,2.237922119055984,0.36149582305306316,3.569964551264618e-4
1.6110063630954663,0.05081885538709983,2.1249926404473753,0.24803513655584,9.059555405978911e-4
1.590289593569704,0.05119416478500385,2.239163509091854,0.33075848061264695,0.002645046398005895
1.579263825444658,0.05111715058189019,2.141220821841026,0.3484554829570237,2.2254244261328242e-4
1.6353987304471722,0.04742953885002012,2.0235297179960336,0.2565782036087789,0.0020941831169487826
1.5820034942310546,0.04884591888014252,2.29754018421746,0.34234191990031293,0.0015652411896418662
1.586888323992798,0.04850957827507014,2.183942688838105,0.35101203162236544,0.003366886018759307
1.564996143429652,0.04783189541126431,2.147248674273654,0.3681134111176818,0.0018715410951993
1.6233293409031355,0.05045510772877847,2.0932297767835437,0.29476163647376785,4.3367967356577425e-4
1.5901194182220022,0.05032810007451702,2.2267089619921565,0.34550779871627185,1.0210956841058467e-4
1.595642487087546,0.04913581386152911,2.240229455406001,0.4111669860316411,6.00445374137075e-4
1.6161922107490216,0.04979056775804154,2.2484907437163537,0.28718384365571825,0.0028554393724457205
1.6264859277959447,0.04870026812711658,2.0793238545163666,0.24778875126825303,0.001486391542615787
1.5928398773782926,0.0497021970377716,2.1828203118054037,0.33869400393265103,5.927795298327365e-4
1.6562824984088071,0.04887621778027141,2.0164424037199438,0.22364272142347727,0.0011354009491037164
1.6263227685172947,0.04840873447949499,2.1639646859959196,0.3263533036324558,0.0012793976628193374
1.5794240966606348,0.04808102261376873,2.1726362132525714,0.37555711819656523,0.001029892100183139
1.5630091865634903,0.05008677797881549,2.420807804341761,0.4465494762186017,8.541953258619541e-4
