R0_wuhan,recovery_wuhan,waning_wuhan,R0_alpha,recovery_alpha,waning_alpha,R0_delta,recovery_delta,waning_delta,R0_omicron,recovery_omicron,waning_omicron,weight
1.56978698150805,0.0494250724116721,0.0000812796535782391,2.40568448868476,0.404928847272671,0.00115622220223595,2.6615954756478,0.103631139550054,0.00199504288896212,3.96162578745524,0.333836024804181,0.0111374400982942,0.000706542858051815
1.61007926975583,0.0484679056704309,0.0000460479623588006,2.12216414182496,0.320027835039017,0.000737754345573841,2.40470709450371,0.0813762654132318,0.00392557477442541,3.02756081946052,0.423880145155201,0.0188048723501918,0.00147319909130681
1.57145152011158,0.0504614785132811,0.00128073782371001,2.37886857498569,0.434466632271719,0.000104209965244395,2.91906424623745,0.0977849657769527,0.000102760658820062,3.47240352805361,0.330179229401813,0.0103758176621955,0.0037521225721738
1.57233496241051,0.0491497473783441,0.00750255939436199,2.33371663501397,0.407091985919503,0.000558264056131001,2.8094984391434,0.0901674572591616,0.000595450904824143,3.2655525411417,0.398607898526799,0.0158076675031256,0.0056156931549057
1.60990072129292,0.0495335987342035,0.00264110526010853,2.14208878116342,0.299817564620136,0.000245263038986155,2.54257741103386,0.0772712379584841,0.000714362189128167,3.07116290788352,0.344088735886572,0.0132795139026338,0.00808692644735694
1.55689966604423,0.0521855158929921,0.00440320676357289,2.41766868437202,0.375131878920666,0.000797621957870522,2.58046344604633,0.081376331348265,0.00262752675089561,2.79037492656773,0.421104693178616,0.0173403299365708,0.0000398865590902465
1.60401155086342,0.0506574789857195,0.00341972562608359,2.18551483636728,0.295463396892389,0.000310165038746834,2.42581942956768,0.081403615204612,0.00526743104675995,3.26332729159052,0.37582943796037,0.014788756311869,0.00226257407745058
1.59640815962394,0.049360110246869,0.00932412506238032,2.24767804836441,0.383851506229349,0.00164607043676654,2.4932004846072,0.0954468120043511,0.00204249326059535,3.50728409583316,0.344663469811073,0.0124368565209591,0.00293597075057528
1.58931472635331,0.0493273052638183,0.00142587862307588,2.21807780299294,0.367167685865579,0.00259528576433132,2.30670313888484,0.0725881472265336,0.000272689221555221,2.98203014241185,0.428641205038245,0.0190910502251784,0.000941761901150382
1.56256927654966,0.0516355164942022,0.0033530091185687,2.37498259627599,0.393756399900045,0.000354047424679383,2.61915577928343,0.0722984131335811,0.0005109462114602,3.45805097618595,0.375466783815264,0.0134405052844332,0.000225728654868335
1.57233496241051,0.0491497473783441,0.0204301274591684,2.33371663501397,0.407091985919503,0.000125704357384758,2.8094984391434,0.0901674572591616,0.00112226321966554,2.95807529416941,0.380106712215713,0.016911478717836,0.00148752155100969
1.56378060879436,0.0483586946451141,0.00196328429387548,2.4096282946755,0.430489890599645,0.000656767250012115,2.59586160148432,0.0779508825886831,0.000865137647806841,3.41623242031909,0.347898996707558,0.0123986314019234,0.00622121838949592
1.57715633378435,0.0498585786402552,0.00166415264079115,2.29590485280854,0.414183068126868,0.000711491158144223,2.62903682468851,0.0988464127704431,0.00580353340967317,3.23937631299269,0.284403869307559,0.0118956279631054,0.0015543361369289
1.598314489053,0.0493681481305078,0.000888818571366724,2.19586678663162,0.373896844758544,0.000625842660576417,2.60341353763428,0.0843568425064345,0.0020242256120719,3.17693858483701,0.325237140194829,0.011988972333432,0.00944471144236844
1.56978698150805,0.0494250724116721,0.00177306467180638,2.40568448868476,0.404928847272671,0.00106019091905908,2.6615954756478,0.103631139550054,0.000615610644582881,3.63488677715952,0.442750435681711,0.01767648381644,0.00364163944900165
1.57962299788076,0.0496610013269153,0.008377727347308,2.25916415236971,0.409029034475631,0.000776335292448542,2.51655502897437,0.0893890155848484,0.00187356828538785,2.90889282331897,0.347700501264245,0.0143578683276569,0.0033321063852498
1.56170116636807,0.0491028502080943,0.0192524358488204,2.3619557410401,0.428893067692221,0.000206139993682553,2.8317426602643,0.101740039695861,0.000307059424183374,3.65650396835927,0.418844380224413,0.0122321870932738,0.0037826108977311
1.62466044990501,0.0481977261606934,0.00157114264758239,2.05113689741088,0.308998981613826,0.000361830796667942,2.56122826155292,0.0731769569746228,0.00050034634518659,2.93495168835126,0.302776713368193,0.0143071359252141,0.0020094885156431
1.57540963204258,0.0498906575330429,0.00254782801123517,2.3285322643966,0.420918519215294,0.000313671033995721,2.63451650433555,0.110903881045131,0.000535975180670892,3.75116838540961,0.43435651096642,0.0120735863595703,0.00215887639628108
1.56573462132596,0.0485353518917441,0.00190478106142463,2.39078053855295,0.415031511568609,0.000140499540308689,2.82063423176426,0.0749459485922515,0.000109511741095455,3.01049026721837,0.291620133404664,0.011347120260407,0.00352005679966391
