R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
5,0.25,-300,0.875,0.05,28,25,50
6,0.25,-300,0.875,0.05,28,31,50
2,0.5,-300,0.875,0.05,28,11,50
3,0.5,-300,0.875,0.05,28,24,50
4,0.5,-300,0.875,0.05,28,25,50
5,0.5,-300,0.875,0.05,28,27,50
6,0.5,-300,0.875,0.05,28,28,50
2,0.75,-300,0.875,0.05,28,10,50
3,0.75,-300,0.875,0.05,28,22,50
4,0.75,-300,0.875,0.05,28,27,50
5,0.75,-300,0.875,0.05,28,25,50
6,0.75,-300,0.875,0.05,28,27,50
2,1,-300,0.875,0.05,28,8,50
3,1,-300,0.875,0.05,28,20,50
4,1,-300,0.875,0.05,28,27,50
5,1,-300,0.875,0.05,28,29,50
6,1,-300,0.875,0.05,28,37,50
2,0,-270,0.875,0.05,28,11,50
3,0,-270,0.875,0.05,28,22,50
4,0,-270,0.875,0.05,28,27,50
5,0,-270,0.875,0.05,28,32,50
6,0,-270,0.875,0.05,28,28,50
2,0.25,-270,0.875,0.05,28,9,50
3,0.25,-270,0.875,0.05,28,22,50
4,0.25,-270,0.875,0.05,28,31,50
5,0.25,-270,0.875,0.05,28,29,50
6,0.25,-270,0.875,0.05,28,35,50
2,0.5,-270,0.875,0.05,28,10,50
3,0.5,-270,0.875,0.05,28,21,50
4,0.5,-270,0.875,0.05,28,22,50
5,0.5,-270,0.875,0.05,28,29,50
6,0.5,-270,0.875,0.05,28,31,50
2,0.75,-270,0.875,0.05,28,13,50
3,0.75,-270,0.875,0.05,28,22,50
4,0.75,-270,0.875,0.05,28,30,50
5,0.75,-270,0.875,0.05,28,28,50
6,0.75,-270,0.875,0.05,28,31,50
2,1,-270,0.875,0.05,28,11,50
3,1,-270,0.875,0.05,28,18,50
4,1,-270,0.875,0.05,28,22,50
5,1,-270,0.875,0.05,28,31,50
6,1,-270,0.875,0.05,28,22,50
2,0,-240,0.875,0.05,28,11,50
3,0,-240,0.875,0.05,28,21,50
4,0,-240,0.875,0.05,28,24,50
5,0,-240,0.875,0.05,28,34,50
6,0,-240,0.875,0.05,28,32,50
2,0.25,-240,0.875,0.05,28,8,50
3,0.25,-240,0.875,0.05,28,22,50
4,0.25,-240,0.875,0.05,28,23,50
5,0.25,-240,0.875,0.05,28,32,50
6,0.25,-240,0.875,0.05,28,26,50
2,0.5,-240,0.875,0.05,28,17,50
3,0.5,-240,0.875,0.05,28,15,50
4,0.5,-240,0.875,0.05,28,25,50
5,0.5,-240,0.875,0.05,28,30,50
6,0.5,-240,0.875,0.05,28,29,50
2,0.75,-240,0.875,0.05,28,17,50
3,0.75,-240,0.875,0.05,28,20,50
4,0.75,-240,0.875,0.05,28,26,50
5,0.75,-240,0.875,0.05,28,29,50
6,0.75,-240,0.875,0.05,28,34,50
2,1,-240,0.875,0.05,28,9,50
3,1,-240,0.875,0.05,28,19,50
4,1,-240,0.875,0.05,28,22,50
5,1,-240,0.875,0.05,28,33,50
6,1,-240,0.875,0.05,28,35,50
2,0,-210,0.875,0.05,28,8,50
3,0,-210,0.875,0.05,28,22,50
4,0,-210,0.875,0.05,28,30,50
5,0,-210,0.875,0.05,28,30,50
6,0,-210,0.875,0.05,28,31,50
2,0.25,-210,0.875,0.05,28,11,50
3,0.25,-210,0.875,0.05,28,17,50
4,0.25,-210,0.875,0.05,28,27,50
5,0.25,-210,0.875,0.05,28,28,50
6,0.25,-210,0.875,0.05,28,32,50
2,0.5,-210,0.875,0.05,28,11,50
3,0.5,-210,0.875,0.05,28,21,50
4,0.5,-210,0.875,0.05,28,29,50
5,0.5,-210,0.875,0.05,28,22,50
6,0.5,-210,0.875,0.05,28,35,50
2,0.75,-210,0.875,0.05,28,12,50
3,0.75,-210,0.875,0.05,28,20,50
4,0.75,-210,0.875,0.05,28,30,50
5,0.75,-210,0.875,0.05,28,27,50
6,0.75,-210,0.875,0.05,28,28,50
2,1,-210,0.875,0.05,28,10,50
3,1,-210,0.875,0.05,28,23,50
4,1,-210,0.875,0.05,28,29,50
5,1,-210,0.875,0.05,28,33,50
6,1,-210,0.875,0.05,28,32,50
2,0,-180,0.875,0.05,28,13,50
3,0,-180,0.875,0.05,28,23,50
4,0,-180,0.875,0.05,28,23,50
5,0,-180,0.875,0.05,28,27,50
6,0,-180,0.875,0.05,28,29,50
2,0.25,-180,0.875,0.05,28,9,50
3,0.25,-180,0.875,0.05,28,21,50
4,0.25,-180,0.875,0.05,28,22,50
5,0.25,-180,0.875,0.05,28,25,50
6,0.25,-180,0.875,0.05,28,36,50
2,0.5,-180,0.875,0.05,28,10,50
3,0.5,-180,0.875,0.05,28,17,50
4,0.5,-180,0.875,0.05,28,21,50
