R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
5,0.5,0,0.5,0.05,17,29,50
6,0.5,0,0.5,0.05,17,37,50
2,0.75,0,0.5,0.05,17,9,50
3,0.75,0,0.5,0.05,17,23,50
4,0.75,0,0.5,0.05,17,22,50
5,0.75,0,0.5,0.05,17,29,50
6,0.75,0,0.5,0.05,17,34,50
2,1,0,0.5,0.05,17,12,50
3,1,0,0.5,0.05,17,19,50
4,1,0,0.5,0.05,17,30,50
5,1,0,0.5,0.05,17,30,50
6,1,0,0.5,0.05,17,31,50
2,0,30,0.5,0.05,17,7,50
3,0,30,0.5,0.05,17,22,50
4,0,30,0.5,0.05,17,26,50
5,0,30,0.5,0.05,17,27,50
6,0,30,0.5,0.05,17,31,50
2,0.25,30,0.5,0.05,17,13,50
3,0.25,30,0.5,0.05,17,20,50
4,0.25,30,0.5,0.05,17,35,50
5,0.25,30,0.5,0.05,17,31,50
6,0.25,30,0.5,0.05,17,30,50
2,0.5,30,0.5,0.05,17,11,50
3,0.5,30,0.5,0.05,17,21,50
4,0.5,30,0.5,0.05,17,28,50
5,0.5,30,0.5,0.05,17,30,50
6,0.5,30,0.5,0.05,17,28,50
2,0.75,30,0.5,0.05,17,17,50
3,0.75,30,0.5,0.05,17,22,50
4,0.75,30,0.5,0.05,17,28,50
5,0.75,30,0.5,0.05,17,24,50
6,0.75,30,0.5,0.05,17,25,50
2,1,30,0.5,0.05,17,14,50
3,1,30,0.5,0.05,17,29,50
4,1,30,0.5,0.05,17,25,50
5,1,30,0.5,0.05,17,25,50
6,1,30,0.5,0.05,17,29,50
2,0,60,0.5,0.05,17,11,50
3,0,60,0.5,0.05,17,27,50
4,0,60,0.5,0.05,17,28,50
5,0,60,0.5,0.05,17,29,50
6,0,60,0.5,0.05,17,28,50
2,0.25,60,0.5,0.05,17,14,50
3,0.25,60,0.5,0.05,17,18,50
4,0.25,60,0.5,0.05,17,26,50
5,0.25,60,0.5,0.05,17,26,50
6,0.25,60,0.5,0.05,17,32,50
2,0.5,60,0.5,0.05,17,11,50
3,0.5,60,0.5,0.05,17,18,50
4,0.5,60,0.5,0.05,17,22,50
5,0.5,60,0.5,0.05,17,36,50
6,0.5,60,0.5,0.05,17,36,50
2,0.75,60,0.5,0.05,17,13,50
3,0.75,60,0.5,0.05,17,23,50
4,0.75,60,0.5,0.05,17,26,50
5,0.75,60,0.5,0.05,17,29,50
6,0.75,60,0.5,0.05,17,30,50
2,1,60,0.5,0.05,17,6,50
3,1,60,0.5,0.05,17,22,50
4,1,60,0.5,0.05,17,27,50
5,1,60,0.5,0.05,17,35,50
6,1,60,0.5,0.05,17,31,50
2,0,90,0.5,0.05,17,11,50
3,0,90,0.5,0.05,17,18,50
4,0,90,0.5,0.05,17,25,50
5,0,90,0.5,0.05,17,22,50
6,0,90,0.5,0.05,17,30,50
2,0.25,90,0.5,0.05,17,15,50
3,0.25,90,0.5,0.05,17,22,50
4,0.25,90,0.5,0.05,17,27,50
5,0.25,90,0.5,0.05,17,25,50
6,0.25,90,0.5,0.05,17,37,50
2,0.5,90,0.5,0.05,17,19,50
3,0.5,90,0.5,0.05,17,21,50
4,0.5,90,0.5,0.05,17,26,50
5,0.5,90,0.5,0.05,17,31,50
6,0.5,90,0.5,0.05,17,33,50
2,0.75,90,0.5,0.05,17,14,50
3,0.75,90,0.5,0.05,17,21,50
4,0.75,90,0.5,0.05,17,23,50
5,0.75,90,0.5,0.05,17,23,50
6,0.75,90,0.5,0.05,17,33,50
2,1,90,0.5,0.05,17,13,50
3,1,90,0.5,0.05,17,24,50
4,1,90,0.5,0.05,17,13,50
5,1,90,0.5,0.05,17,24,50
6,1,90,0.5,0.05,17,38,50
2,0,120,0.5,0.05,17,16,50
3,0,120,0.5,0.05,17,21,50
4,0,120,0.5,0.05,17,30,50
5,0,120,0.5,0.05,17,26,50
6,0,120,0.5,0.05,17,30,50
2,0.25,120,0.5,0.05,17,12,50
3,0.25,120,0.5,0.05,17,22,50
4,0.25,120,0.5,0.05,17,24,50
5,0.25,120,0.5,0.05,17,29,50
6,0.25,120,0.5,0.05,17,33,50
2,0.5,120,0.5,0.05,17,8,50
3,0.5,120,0.5,0.05,17,17,50
4,0.5,120,0.5,0.05,17,22,50
5,0.5,120,0.5,0.05,17,30,50
6,0.5,120,0.5,0.05,17,35,50
2,0.75,120,0.5,0.05,17,11,50
3,0.75,120,0.5,0.05,17,25,50
4,0.75,120,0.5,0.05,17,27,50
5,0.75,120,0.5,0.05,17,28,50
6,0.75,120,0.5,0.05,17,31,50
2,1,120,0.5,0.05,17,8,50
3,1,120,0.5,0.05,17,18,50
4,1,120,0.5,0.05,17,19,50
5,1,120,0.5,0.05,17,28,50
6,1,120,0.5,0.05,17,34,50
2,0,150,0.5,0.05,17,7,50
3,0,150,0.5,0.05,17,21,50
4,0,150,0.5,0.05,17,26,50
5,0,150,0.5,0.05,17,27,50
6,0,150,0.5,0.05,17,33,50
2,0.25,150,0.5,0.05,17,12,50
3,0.25,150,0.5,0.05,17,19,50
4,0.25,150,0.5,0.05,17,30,50
5,0.25,150,0.5,0.05,17,22,50
6,0.25,150,0.5,0.05,17,31,50
2,0.5,150,0.5,0.05,17,20,50
3,0.5,150,0.5,0.05,17,27,50
