R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
4,0,60,0.041666666666666664,0.05,3,25,50
5,0,60,0.041666666666666664,0.05,3,28,50
6,0,60,0.041666666666666664,0.05,3,36,50
2,0.25,60,0.041666666666666664,0.05,3,8,50
3,0.25,60,0.041666666666666664,0.05,3,20,50
4,0.25,60,0.041666666666666664,0.05,3,24,50
5,0.25,60,0.041666666666666664,0.05,3,26,50
6,0.25,60,0.041666666666666664,0.05,3,29,50
2,0.5,60,0.041666666666666664,0.05,3,12,50
3,0.5,60,0.041666666666666664,0.05,3,23,50
4,0.5,60,0.041666666666666664,0.05,3,27,50
5,0.5,60,0.041666666666666664,0.05,3,29,50
6,0.5,60,0.041666666666666664,0.05,3,30,50
2,0.75,60,0.041666666666666664,0.05,3,10,50
3,0.75,60,0.041666666666666664,0.05,3,18,50
4,0.75,60,0.041666666666666664,0.05,3,26,50
5,0.75,60,0.041666666666666664,0.05,3,26,50
6,0.75,60,0.041666666666666664,0.05,3,31,50
2,1,60,0.041666666666666664,0.05,3,10,50
3,1,60,0.041666666666666664,0.05,3,19,50
4,1,60,0.041666666666666664,0.05,3,24,50
5,1,60,0.041666666666666664,0.05,3,22,50
6,1,60,0.041666666666666664,0.05,3,32,50
2,0,90,0.041666666666666664,0.05,3,11,50
3,0,90,0.041666666666666664,0.05,3,22,50
4,0,90,0.041666666666666664,0.05,3,22,50
5,0,90,0.041666666666666664,0.05,3,29,50
6,0,90,0.041666666666666664,0.05,3,29,50
2,0.25,90,0.041666666666666664,0.05,3,9,50
3,0.25,90,0.041666666666666664,0.05,3,21,50
4,0.25,90,0.041666666666666664,0.05,3,22,50
5,0.25,90,0.041666666666666664,0.05,3,27,50
6,0.25,90,0.041666666666666664,0.05,3,33,50
2,0.5,90,0.041666666666666664,0.05,3,6,50
3,0.5,90,0.041666666666666664,0.05,3,22,50
4,0.5,90,0.041666666666666664,0.05,3,24,50
5,0.5,90,0.041666666666666664,0.05,3,25,50
6,0.5,90,0.041666666666666664,0.05,3,31,50
2,0.75,90,0.041666666666666664,0.05,3,12,50
3,0.75,90,0.041666666666666664,0.05,3,21,50
4,0.75,90,0.041666666666666664,0.05,3,23,50
5,0.75,90,0.041666666666666664,0.05,3,30,50
6,0.75,90,0.041666666666666664,0.05,3,29,50
2,1,90,0.041666666666666664,0.05,3,6,50
3,1,90,0.041666666666666664,0.05,3,22,50
4,1,90,0.041666666666666664,0.05,3,23,50
5,1,90,0.041666666666666664,0.05,3,37,50
6,1,90,0.041666666666666664,0.05,3,30,50
2,0,120,0.041666666666666664,0.05,3,12,50
3,0,120,0.041666666666666664,0.05,3,18,50
