R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
3,0.5,330,0.41666666666666663,0.05,15,20,50
4,0.5,330,0.41666666666666663,0.05,15,28,50
5,0.5,330,0.41666666666666663,0.05,15,29,50
6,0.5,330,0.41666666666666663,0.05,15,27,50
2,0.75,330,0.41666666666666663,0.05,15,9,50
3,0.75,330,0.41666666666666663,0.05,15,18,50
4,0.75,330,0.41666666666666663,0.05,15,16,50
5,0.75,330,0.41666666666666663,0.05,15,27,50
6,0.75,330,0.41666666666666663,0.05,15,31,50
2,1,330,0.41666666666666663,0.05,15,12,50
3,1,330,0.41666666666666663,0.05,15,24,50
4,1,330,0.41666666666666663,0.05,15,29,50
5,1,330,0.41666666666666663,0.05,15,29,50
6,1,330,0.41666666666666663,0.05,15,35,50
2,0,360,0.41666666666666663,0.05,15,11,50
3,0,360,0.41666666666666663,0.05,15,26,50
4,0,360,0.41666666666666663,0.05,15,35,50
5,0,360,0.41666666666666663,0.05,15,26,50
6,0,360,0.41666666666666663,0.05,15,29,50
2,0.25,360,0.41666666666666663,0.05,15,15,50
3,0.25,360,0.41666666666666663,0.05,15,20,50
4,0.25,360,0.41666666666666663,0.05,15,23,50
5,0.25,360,0.41666666666666663,0.05,15,26,50
6,0.25,360,0.41666666666666663,0.05,15,28,50
2,0.5,360,0.41666666666666663,0.05,15,9,50
3,0.5,360,0.41666666666666663,0.05,15,25,50
4,0.5,360,0.41666666666666663,0.05,15,24,50
5,0.5,360,0.41666666666666663,0.05,15,27,50
6,0.5,360,0.41666666666666663,0.05,15,29,50
2,0.75,360,0.41666666666666663,0.05,15,9,50
3,0.75,360,0.41666666666666663,0.05,15,24,50
4,0.75,360,0.41666666666666663,0.05,15,28,50
5,0.75,360,0.41666666666666663,0.05,15,28,50
6,0.75,360,0.41666666666666663,0.05,15,31,50
2,1,360,0.41666666666666663,0.05,15,12,50
3,1,360,0.41666666666666663,0.05,15,17,50
4,1,360,0.41666666666666663,0.05,15,23,50
5,1,360,0.41666666666666663,0.05,15,28,50
6,1,360,0.41666666666666663,0.05,15,26,50
2,0,-360,0.4583333333333333,0.05,15,12,50
3,0,-360,0.4583333333333333,0.05,15,20,50
4,0,-360,0.4583333333333333,0.05,15,31,50
5,0,-360,0.4583333333333333,0.05,15,27,50
6,0,-360,0.4583333333333333,0.05,15,29,50
2,0.25,-360,0.4583333333333333,0.05,15,13,50
3,0.25,-360,0.4583333333333333,0.05,15,22,50
4,0.25,-360,0.4583333333333333,0.05,15,26,50
5,0.25,-360,0.4583333333333333,0.05,15,31,50
6,0.25,-360,0.4583333333333333,0.05,15,34,50
2,0.5,-360,0.4583333333333333,0.05,15,12,50
3,0.5,-360,0.4583333333333333,0.05,15,16,50
4,0.5,-360,0.4583333333333333,0.05,15,26,50
5,0.5,-360,0.4583333333333333,0.05,15,28,50
6,0.5,-360,0.4583333333333333,0.05,15,33,50
2,0.75,-360,0.4583333333333333,0.05,15,11,50
3,0.75,-360,0.4583333333333333,0.05,15,22,50
4,0.75,-360,0.4583333333333333,0.05,15,27,50
5,0.75,-360,0.4583333333333333,0.05,15,28,50
6,0.75,-360,0.4583333333333333,0.05,15,33,50
2,1,-360,0.4583333333333333,0.05,15,13,50
3,1,-360,0.4583333333333333,0.05,15,26,50
4,1,-360,0.4583333333333333,0.05,15,25,50
5,1,-360,0.4583333333333333,0.05,15,22,50
6,1,-360,0.4583333333333333,0.05,15,31,50
2,0,-330,0.4583333333333333,0.05,15,11,50
3,0,-330,0.4583333333333333,0.05,15,17,50
4,0,-330,0.4583333333333333,0.05,15,22,50
5,0,-330,0.4583333333333333,0.05,15,28,50
6,0,-330,0.4583333333333333,0.05,15,35,50
2,0.25,-330,0.4583333333333333,0.05,15,16,50
3,0.25,-330,0.4583333333333333,0.05,15,20,50
4,0.25,-330,0.4583333333333333,0.05,15,23,50
5,0.25,-330,0.4583333333333333,0.05,15,33,50
6,0.25,-330,0.4583333333333333,0.05,15,35,50
2,0.5,-330,0.4583333333333333,0.05,15,5,50
3,0.5,-330,0.4583333333333333,0.05,15,21,50
4,0.5,-330,0.4583333333333333,0.05,15,27,50
5,0.5,-330,0.4583333333333333,0.05,15,28,50
6,0.5,-330,0.4583333333333333,0.05,15,25,50
2,0.75,-330,0.4583333333333333,0.05,15,10,50
3,0.75,-330,0.4583333333333333,0.05,15,20,50
4,0.75,-330,0.4583333333333333,0.05,15,20,50
5,0.75,-330,0.4583333333333333,0.05,15,29,50
6,0.75,-330,0.4583333333333333,0.05,15,29,50
2,1,-330,0.4583333333333333,0.05,15,10,50
