R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
6,0.5,-330,0.5833333333333333,0.5,19,147,333
2,0.75,-330,0.5833333333333333,0.75,19,1,333
3,0.75,-330,0.5833333333333333,0.75,19,25,333
4,0.75,-330,0.5833333333333333,0.75,19,74,333
5,0.75,-330,0.5833333333333333,0.75,19,102,333
6,0.75,-330,0.5833333333333333,0.75,19,129,333
2,1,-330,0.5833333333333333,1,19,0,333
3,1,-330,0.5833333333333333,1,19,1,333
4,1,-330,0.5833333333333333,1,19,8,333
5,1,-330,0.5833333333333333,1,19,29,333
6,1,-330,0.5833333333333333,1,19,61,333
2,0,-300,0.5833333333333333,0,19,77,333
3,0,-300,0.5833333333333333,0,19,128,333
4,0,-300,0.5833333333333333,0,19,162,333
5,0,-300,0.5833333333333333,0,19,185,333
6,0,-300,0.5833333333333333,0,19,214,333
2,0.25,-300,0.5833333333333333,0.25,19,52,333
3,0.25,-300,0.5833333333333333,0.25,19,103,333
4,0.25,-300,0.5833333333333333,0.25,19,135,333
5,0.25,-300,0.5833333333333333,0.25,19,151,333
6,0.25,-300,0.5833333333333333,0.25,19,182,333
2,0.5,-300,0.5833333333333333,0.5,19,20,333
3,0.5,-300,0.5833333333333333,0.5,19,60,333
4,0.5,-300,0.5833333333333333,0.5,19,129,333
5,0.5,-300,0.5833333333333333,0.5,19,146,333
6,0.5,-300,0.5833333333333333,0.5,19,164,333
2,0.75,-300,0.5833333333333333,0.75,19,3,333
3,0.75,-300,0.5833333333333333,0.75,19,37,333
4,0.75,-300,0.5833333333333333,0.75,19,80,333
5,0.75,-300,0.5833333333333333,0.75,19,95,333
6,0.75,-300,0.5833333333333333,0.75,19,137,333
2,1,-300,0.5833333333333333,1,19,0,333
3,1,-300,0.5833333333333333,1,19,0,333
4,1,-300,0.5833333333333333,1,19,10,333
5,1,-300,0.5833333333333333,1,19,30,333
6,1,-300,0.5833333333333333,1,19,49,333
2,0,-270,0.5833333333333333,0,19,71,333
3,0,-270,0.5833333333333333,0,19,130,333
4,0,-270,0.5833333333333333,0,19,164,333
5,0,-270,0.5833333333333333,0,19,185,333
6,0,-270,0.5833333333333333,0,19,208,333
2,0.25,-270,0.5833333333333333,0.25,19,61,333
3,0.25,-270,0.5833333333333333,0.25,19,117,333
4,0.25,-270,0.5833333333333333,0.25,19,131,333
5,0.25,-270,0.5833333333333333,0.25,19,164,333
6,0.25,-270,0.5833333333333333,0.25,19,194,333
2,0.5,-270,0.5833333333333333,0.5,19,24,333
3,0.5,-270,0.5833333333333333,0.5,19,84,333
4,0.5,-270,0.5833333333333333,0.5,19,112,333
5,0.5,-270,0.5833333333333333,0.5,19,165,333
6,0.5,-270,0.5833333333333333,0.5,19,157,333
2,0.75,-270,0.5833333333333333,0.75,19,1,333
3,0.75,-270,0.5833333333333333,0.75,19,35,333
4,0.75,-270,0.5833333333333333,0.75,19,75,333
5,0.75,-270,0.5833333333333333,0.75,19,112,333
6,0.75,-270,0.5833333333333333,0.75,19,133,333
2,1,-270,0.5833333333333333,1,19,0,333
3,1,-270,0.5833333333333333,1,19,0,333
4,1,-270,0.5833333333333333,1,19,8,333
5,1,-270,0.5833333333333333,1,19,36,333
6,1,-270,0.5833333333333333,1,19,46,333
2,0,-240,0.5833333333333333,0,19,67,333
3,0,-240,0.5833333333333333,0,19,128,333
4,0,-240,0.5833333333333333,0,19,163,333
5,0,-240,0.5833333333333333,0,19,173,333
6,0,-240,0.5833333333333333,0,19,214,333
2,0.25,-240,0.5833333333333333,0.25,19,44,333
3,0.25,-240,0.5833333333333333,0.25,19,110,333
4,0.25,-240,0.5833333333333333,0.25,19,159,333
5,0.25,-240,0.5833333333333333,0.25,19,168,333
6,0.25,-240,0.5833333333333333,0.25,19,190,333
2,0.5,-240,0.5833333333333333,0.5,19,22,333
3,0.5,-240,0.5833333333333333,0.5,19,82,333
4,0.5,-240,0.5833333333333333,0.5,19,105,333
5,0.5,-240,0.5833333333333333,0.5,19,142,333
6,0.5,-240,0.5833333333333333,0.5,19,180,333
2,0.75,-240,0.5833333333333333,0.75,19,1,333
3,0.75,-240,0.5833333333333333,0.75,19,33,333
4,0.75,-240,0.5833333333333333,0.75,19,73,333
5,0.75,-240,0.5833333333333333,0.75,19,97,333
6,0.75,-240,0.5833333333333333,0.75,19,126,333
2,1,-240,0.5833333333333333,1,19,0,333
3,1,-240,0.5833333333333333,1,19,0,333
4,1,-240,0.5833333333333333,1,19,3,333
5,1,-240,0.5833333333333333,1,19,28,333
6,1,-240,0.5833333333333333,1,19,55,333
2,0,-210,0.5833333333333333,0,19,69,333
3,0,-210,0.5833333333333333,0,19,143,333
4,0,-210,0.5833333333333333,0,19,131,333
5,0,-210,0.5833333333333333,0,19,173,333
6,0,-210,0.5833333333333333,0,19,195,333
2,0.25,-210,0.5833333333333333,0.25,19,41,333
3,0.25,-210,0.5833333333333333,0.25,19,100,333
4,0.25,-210,0.5833333333333333,0.25,19,138,333
5,0.25,-210,0.5833333333333333,0.25,19,165,333
6,0.25,-210,0.5833333333333333,0.25,19,191,333
2,0.5,-210,0.5833333333333333,0.5,19,34,333
3,0.5,-210,0.5833333333333333,0.5,19,72,333
4,0.5,-210,0.5833333333333333,0.5,19,92,333
5,0.5,-210,0.5833333333333333,0.5,19,141,333
6,0.5,-210,0.5833333333333333,0.5,19,153,333
2,0.75,-210,0.5833333333333333,0.75,19,1,333
3,0.75,-210,0.5833333333333333,0.75,19,34,333
4,0.75,-210,0.5833333333333333,0.75,19,77,333
5,0.75,-210,0.5833333333333333,0.75,19,122,333
6,0.75,-210,0.5833333333333333,0.75,19,122,333
2,1,-210,0.5833333333333333,1,19,0,333
3,1,-210,0.5833333333333333,1,19,0,333
4,1,-210,0.5833333333333333,1,19,6,333
5,1,-210,0.5833333333333333,1,19,31,333
6,1,-210,0.5833333333333333,1,19,62,333
2,0,-180,0.5833333333333333,0,19,72,333
3,0,-180,0.5833333333333333,0,19,130,333
4,0,-180,0.5833333333333333,0,19,159,333
5,0,-180,0.5833333333333333,0,19,190,333
6,0,-180,0.5833333333333333,0,19,202,333
2,0.25,-180,0.5833333333333333,0.25,19,44,333
3,0.25,-180,0.5833333333333333,0.25,19,98,333
4,0.25,-180,0.5833333333333333,0.25,19,138,333
5,0.25,-180,0.5833333333333333,0.25,19,170,333
6,0.25,-180,0.5833333333333333,0.25,19,193,333
2,0.5,-180,0.5833333333333333,0.5,19,18,333
3,0.5,-180,0.5833333333333333,0.5,19,63,333
4,0.5,-180,0.5833333333333333,0.5,19,121,333
5,0.5,-180,0.5833333333333333,0.5,19,138,333
6,0.5,-180,0.5833333333333333,0.5,19,181,333
2,0.75,-180,0.5833333333333333,0.75,19,1,333
3,0.75,-180,0.5833333333333333,0.75,19,25,333
4,0.75,-180,0.5833333333333333,0.75,19,77,333
5,0.75,-180,0.5833333333333333,0.75,19,85,333
6,0.75,-180,0.5833333333333333,0.75,19,115,333
2,1,-180,0.5833333333333333,1,19,0,333
3,1,-180,0.5833333333333333,1,19,0,333
4,1,-180,0.5833333333333333,1,19,4,333
5,1,-180,0.5833333333333333,1,19,29,333
6,1,-180,0.5833333333333333,1,19,45,333
2,0,-150,0.5833333333333333,0,19,64,333
3,0,-150,0.5833333333333333,0,19,126,333
4,0,-150,0.5833333333333333,0,19,161,333
5,0,-150,0.5833333333333333,0,19,175,333
6,0,-150,0.5833333333333333,0,19,206,333
2,0.25,-150,0.5833333333333333,0.25,19,46,333
3,0.25,-150,0.5833333333333333,0.25,19,91,333
4,0.25,-150,0.5833333333333333,0.25,19,142,333
5,0.25,-150,0.5833333333333333,0.25,19,186,333
6,0.25,-150,0.5833333333333333,0.25,19,181,333
2,0.5,-150,0.5833333333333333,0.5,19,19,333
3,0.5,-150,0.5833333333333333,0.5,19,68,333
4,0.5,-150,0.5833333333333333,0.5,19,129,333
5,0.5,-150,0.5833333333333333,0.5,19,157,333
6,0.5,-150,0.5833333333333333,0.5,19,167,333
2,0.75,-150,0.5833333333333333,0.75,19,1,333
3,0.75,-150,0.5833333333333333,0.75,19,26,333
4,0.75,-150,0.5833333333333333,0.75,19,69,333
