R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
4,0.25,-180,0.25,0.25,9,142,333
5,0.25,-180,0.25,0.25,9,170,333
6,0.25,-180,0.25,0.25,9,181,333
2,0.5,-180,0.25,0.5,9,25,333
3,0.5,-180,0.25,0.5,9,75,333
4,0.5,-180,0.25,0.5,9,108,333
5,0.5,-180,0.25,0.5,9,133,333
6,0.5,-180,0.25,0.5,9,159,333
2,0.75,-180,0.25,0.75,9,0,333
3,0.75,-180,0.25,0.75,9,30,333
4,0.75,-180,0.25,0.75,9,66,333
5,0.75,-180,0.25,0.75,9,111,333
6,0.75,-180,0.25,0.75,9,139,333
2,1,-180,0.25,1,9,0,333
3,1,-180,0.25,1,9,0,333
4,1,-180,0.25,1,9,4,333
5,1,-180,0.25,1,9,30,333
6,1,-180,0.25,1,9,53,333
2,0,-150,0.25,0,9,53,333
3,0,-150,0.25,0,9,121,333
4,0,-150,0.25,0,9,161,333
5,0,-150,0.25,0,9,185,333
6,0,-150,0.25,0,9,209,333
2,0.25,-150,0.25,0.25,9,48,333
3,0.25,-150,0.25,0.25,9,107,333
4,0.25,-150,0.25,0.25,9,155,333
5,0.25,-150,0.25,0.25,9,169,333
6,0.25,-150,0.25,0.25,9,188,333
2,0.5,-150,0.25,0.5,9,15,333
3,0.5,-150,0.25,0.5,9,81,333
4,0.5,-150,0.25,0.5,9,125,333
5,0.5,-150,0.25,0.5,9,132,333
6,0.5,-150,0.25,0.5,9,165,333
2,0.75,-150,0.25,0.75,9,1,333
3,0.75,-150,0.25,0.75,9,39,333
4,0.75,-150,0.25,0.75,9,68,333
5,0.75,-150,0.25,0.75,9,101,333
6,0.75,-150,0.25,0.75,9,134,333
2,1,-150,0.25,1,9,0,333
3,1,-150,0.25,1,9,0,333
4,1,-150,0.25,1,9,5,333
5,1,-150,0.25,1,9,30,333
6,1,-150,0.25,1,9,56,333
2,0,-120,0.25,0,9,63,333
3,0,-120,0.25,0,9,136,333
4,0,-120,0.25,0,9,162,333
5,0,-120,0.25,0,9,200,333
6,0,-120,0.25,0,9,200,333
2,0.25,-120,0.25,0.25,9,56,333
3,0.25,-120,0.25,0.25,9,102,333
4,0.25,-120,0.25,0.25,9,139,333
5,0.25,-120,0.25,0.25,9,186,333
