R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
6,1,150,0.4583333333333333,1,16,57,334
2,0,180,0.4583333333333333,0,16,73,334
3,0,180,0.4583333333333333,0,16,132,334
4,0,180,0.4583333333333333,0,16,169,334
5,0,180,0.4583333333333333,0,16,192,334
6,0,180,0.4583333333333333,0,16,220,334
2,0.25,180,0.4583333333333333,0.25,16,41,334
3,0.25,180,0.4583333333333333,0.25,16,94,334
4,0.25,180,0.4583333333333333,0.25,16,136,334
5,0.25,180,0.4583333333333333,0.25,16,190,334
6,0.25,180,0.4583333333333333,0.25,16,186,334
2,0.5,180,0.4583333333333333,0.5,16,25,334
3,0.5,180,0.4583333333333333,0.5,16,78,334
4,0.5,180,0.4583333333333333,0.5,16,121,334
5,0.5,180,0.4583333333333333,0.5,16,147,334
6,0.5,180,0.4583333333333333,0.5,16,163,334
2,0.75,180,0.4583333333333333,0.75,16,0,334
3,0.75,180,0.4583333333333333,0.75,16,31,334
4,0.75,180,0.4583333333333333,0.75,16,68,334
5,0.75,180,0.4583333333333333,0.75,16,100,334
6,0.75,180,0.4583333333333333,0.75,16,137,334
2,1,180,0.4583333333333333,1,16,0,334
3,1,180,0.4583333333333333,1,16,0,334
4,1,180,0.4583333333333333,1,16,1,334
5,1,180,0.4583333333333333,1,16,29,334
6,1,180,0.4583333333333333,1,16,55,334
2,0,210,0.4583333333333333,0,16,80,334
3,0,210,0.4583333333333333,0,16,127,334
4,0,210,0.4583333333333333,0,16,177,334
5,0,210,0.4583333333333333,0,16,187,334
6,0,210,0.4583333333333333,0,16,203,334
2,0.25,210,0.4583333333333333,0.25,16,39,334
3,0.25,210,0.4583333333333333,0.25,16,104,334
4,0.25,210,0.4583333333333333,0.25,16,168,334
5,0.25,210,0.4583333333333333,0.25,16,164,334
6,0.25,210,0.4583333333333333,0.25,16,194,334
2,0.5,210,0.4583333333333333,0.5,16,23,334
3,0.5,210,0.4583333333333333,0.5,16,79,334
4,0.5,210,0.4583333333333333,0.5,16,124,334
5,0.5,210,0.4583333333333333,0.5,16,137,334
6,0.5,210,0.4583333333333333,0.5,16,167,334
2,0.75,210,0.4583333333333333,0.75,16,2,334
3,0.75,210,0.4583333333333333,0.75,16,22,334
4,0.75,210,0.4583333333333333,0.75,16,62,334
5,0.75,210,0.4583333333333333,0.75,16,104,334
6,0.75,210,0.4583333333333333,0.75,16,142,334
2,1,210,0.4583333333333333,1,16,0,334
3,1,210,0.4583333333333333,1,16,0,334
4,1,210,0.4583333333333333,1,16,7,334
5,1,210,0.4583333333333333,1,16,29,334
6,1,210,0.4583333333333333,1,16,69,334
2,0,240,0.4583333333333333,0,16,81,334
3,0,240,0.4583333333333333,0,16,126,334
4,0,240,0.4583333333333333,0,16,160,334
5,0,240,0.4583333333333333,0,16,164,334
6,0,240,0.4583333333333333,0,16,189,334
2,0.25,240,0.4583333333333333,0.25,16,44,334
3,0.25,240,0.4583333333333333,0.25,16,104,334
4,0.25,240,0.4583333333333333,0.25,16,142,334
5,0.25,240,0.4583333333333333,0.25,16,167,334
6,0.25,240,0.4583333333333333,0.25,16,193,334
2,0.5,240,0.4583333333333333,0.5,16,21,334
3,0.5,240,0.4583333333333333,0.5,16,70,334
4,0.5,240,0.4583333333333333,0.5,16,94,334
5,0.5,240,0.4583333333333333,0.5,16,131,334
6,0.5,240,0.4583333333333333,0.5,16,157,334
2,0.75,240,0.4583333333333333,0.75,16,5,334
3,0.75,240,0.4583333333333333,0.75,16,33,334
4,0.75,240,0.4583333333333333,0.75,16,86,334
5,0.75,240,0.4583333333333333,0.75,16,80,334
6,0.75,240,0.4583333333333333,0.75,16,134,334
2,1,240,0.4583333333333333,1,16,0,334
3,1,240,0.4583333333333333,1,16,0,334
4,1,240,0.4583333333333333,1,16,0,334
5,1,240,0.4583333333333333,1,16,31,334
6,1,240,0.4583333333333333,1,16,51,334
2,0,270,0.4583333333333333,0,16,72,334
3,0,270,0.4583333333333333,0,16,116,334
4,0,270,0.4583333333333333,0,16,164,334
5,0,270,0.4583333333333333,0,16,177,334
6,0,270,0.4583333333333333,0,16,196,334
2,0.25,270,0.4583333333333333,0.25,16,54,334
3,0.25,270,0.4583333333333333,0.25,16,110,334
4,0.25,270,0.4583333333333333,0.25,16,145,334
5,0.25,270,0.4583333333333333,0.25,16,162,334
6,0.25,270,0.4583333333333333,0.25,16,185,334
2,0.5,270,0.4583333333333333,0.5,16,22,334
3,0.5,270,0.4583333333333333,0.5,16,81,334
4,0.5,270,0.4583333333333333,0.5,16,139,334
5,0.5,270,0.4583333333333333,0.5,16,154,334
6,0.5,270,0.4583333333333333,0.5,16,171,334
2,0.75,270,0.4583333333333333,0.75,16,0,334
3,0.75,270,0.4583333333333333,0.75,16,27,334
4,0.75,270,0.4583333333333333,0.75,16,71,334
5,0.75,270,0.4583333333333333,0.75,16,108,334
6,0.75,270,0.4583333333333333,0.75,16,129,334
2,1,270,0.4583333333333333,1,16,0,334
3,1,270,0.4583333333333333,1,16,0,334
4,1,270,0.4583333333333333,1,16,3,334
5,1,270,0.4583333333333333,1,16,32,334
6,1,270,0.4583333333333333,1,16,52,334
2,0,300,0.4583333333333333,0,16,66,334
3,0,300,0.4583333333333333,0,16,135,334
4,0,300,0.4583333333333333,0,16,175,334
5,0,300,0.4583333333333333,0,16,188,334
6,0,300,0.4583333333333333,0,16,194,334
2,0.25,300,0.4583333333333333,0.25,16,43,334
3,0.25,300,0.4583333333333333,0.25,16,105,334
4,0.25,300,0.4583333333333333,0.25,16,125,334
5,0.25,300,0.4583333333333333,0.25,16,174,334
6,0.25,300,0.4583333333333333,0.25,16,186,334
2,0.5,300,0.4583333333333333,0.5,16,24,334
