R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
2,0.5,-90,0.375,0.5,13,20,334
3,0.5,-90,0.375,0.5,13,71,334
4,0.5,-90,0.375,0.5,13,110,334
5,0.5,-90,0.375,0.5,13,151,334
6,0.5,-90,0.375,0.5,13,148,334
2,0.75,-90,0.375,0.75,13,2,334
3,0.75,-90,0.375,0.75,13,27,334
4,0.75,-90,0.375,0.75,13,71,334
5,0.75,-90,0.375,0.75,13,84,334
6,0.75,-90,0.375,0.75,13,123,334
2,1,-90,0.375,1,13,0,334
3,1,-90,0.375,1,13,0,334
4,1,-90,0.375,1,13,6,334
5,1,-90,0.375,1,13,25,334
6,1,-90,0.375,1,13,45,334
2,0,-60,0.375,0,13,72,334
3,0,-60,0.375,0,13,127,334
4,0,-60,0.375,0,13,170,334
5,0,-60,0.375,0,13,194,334
6,0,-60,0.375,0,13,204,334
2,0.25,-60,0.375,0.25,13,38,334
3,0.25,-60,0.375,0.25,13,100,334
4,0.25,-60,0.375,0.25,13,176,334
5,0.25,-60,0.375,0.25,13,161,334
6,0.25,-60,0.375,0.25,13,197,334
2,0.5,-60,0.375,0.5,13,26,334
3,0.5,-60,0.375,0.5,13,51,334
4,0.5,-60,0.375,0.5,13,107,334
5,0.5,-60,0.375,0.5,13,121,334
6,0.5,-60,0.375,0.5,13,159,334
2,0.75,-60,0.375,0.75,13,1,334
3,0.75,-60,0.375,0.75,13,22,334
4,0.75,-60,0.375,0.75,13,59,334
5,0.75,-60,0.375,0.75,13,114,334
6,0.75,-60,0.375,0.75,13,131,334
2,1,-60,0.375,1,13,0,334
3,1,-60,0.375,1,13,0,334
4,1,-60,0.375,1,13,4,334
5,1,-60,0.375,1,13,25,334
6,1,-60,0.375,1,13,52,334
2,0,-30,0.375,0,13,58,334
3,0,-30,0.375,0,13,130,334
4,0,-30,0.375,0,13,160,334
5,0,-30,0.375,0,13,196,334
6,0,-30,0.375,0,13,189,334
2,0.25,-30,0.375,0.25,13,39,334
3,0.25,-30,0.375,0.25,13,89,334
4,0.25,-30,0.375,0.25,13,153,334
5,0.25,-30,0.375,0.25,13,169,334
6,0.25,-30,0.375,0.25,13,197,334
2,0.5,-30,0.375,0.5,13,18,334
3,0.5,-30,0.375,0.5,13,80,334
4,0.5,-30,0.375,0.5,13,105,334
5,0.5,-30,0.375,0.5,13,136,334
6,0.5,-30,0.375,0.5,13,169,334
2,0.75,-30,0.375,0.75,13,2,334
3,0.75,-30,0.375,0.75,13,19,334
4,0.75,-30,0.375,0.75,13,57,334
5,0.75,-30,0.375,0.75,13,81,334
6,0.75,-30,0.375,0.75,13,96,334
2,1,-30,0.375,1,13,0,334
3,1,-30,0.375,1,13,0,334
4,1,-30,0.375,1,13,3,334
5,1,-30,0.375,1,13,16,334
6,1,-30,0.375,1,13,33,334
2,0,0,0.375,0,13,75,334
3,0,0,0.375,0,13,126,334
4,0,0,0.375,0,13,167,334
5,0,0,0.375,0,13,182,334
6,0,0,0.375,0,13,200,334
2,0.25,0,0.375,0.25,13,55,334
3,0.25,0,0.375,0.25,13,114,334
4,0.25,0,0.375,0.25,13,131,334
5,0.25,0,0.375,0.25,13,169,334
6,0.25,0,0.375,0.25,13,197,334
2,0.5,0,0.375,0.5,13,21,334
3,0.5,0,0.375,0.5,13,59,334
4,0.5,0,0.375,0.5,13,96,334
5,0.5,0,0.375,0.5,13,142,334
6,0.5,0,0.375,0.5,13,171,334
2,0.75,0,0.375,0.75,13,1,334
3,0.75,0,0.375,0.75,13,22,334
4,0.75,0,0.375,0.75,13,63,334
5,0.75,0,0.375,0.75,13,93,334
6,0.75,0,0.375,0.75,13,114,334
2,1,0,0.375,1,13,0,334
3,1,0,0.375,1,13,0,334
4,1,0,0.375,1,13,2,334
5,1,0,0.375,1,13,14,334
6,1,0,0.375,1,13,43,334
2,0,30,0.375,0,13,65,334
3,0,30,0.375,0,13,128,334
4,0,30,0.375,0,13,157,334
5,0,30,0.375,0,13,185,334
6,0,30,0.375,0,13,224,334
2,0.25,30,0.375,0.25,13,51,334
3,0.25,30,0.375,0.25,13,96,334
4,0.25,30,0.375,0.25,13,140,334
5,0.25,30,0.375,0.25,13,173,334
6,0.25,30,0.375,0.25,13,186,334
2,0.5,30,0.375,0.5,13,15,334
3,0.5,30,0.375,0.5,13,70,334
4,0.5,30,0.375,0.5,13,99,334
5,0.5,30,0.375,0.5,13,131,334
6,0.5,30,0.375,0.5,13,183,334
2,0.75,30,0.375,0.75,13,1,334
3,0.75,30,0.375,0.75,13,27,334
4,0.75,30,0.375,0.75,13,66,334
5,0.75,30,0.375,0.75,13,103,334
6,0.75,30,0.375,0.75,13,121,334
2,1,30,0.375,1,13,0,334
3,1,30,0.375,1,13,0,334
4,1,30,0.375,1,13,2,334
5,1,30,0.375,1,13,24,334
6,1,30,0.375,1,13,45,334
2,0,60,0.375,0,13,62,334
3,0,60,0.375,0,13,141,334
4,0,60,0.375,0,13,154,334
5,0,60,0.375,0,13,170,334
6,0,60,0.375,0,13,216,334
2,0.25,60,0.375,0.25,13,62,334
3,0.25,60,0.375,0.25,13,122,334
4,0.25,60,0.375,0.25,13,160,334
5,0.25,60,0.375,0.25,13,175,334
6,0.25,60,0.375,0.25,13,193,334
2,0.5,60,0.375,0.5,13,15,334
3,0.5,60,0.375,0.5,13,72,334
4,0.5,60,0.375,0.5,13,129,334
5,0.5,60,0.375,0.5,13,142,334
6,0.5,60,0.375,0.5,13,156,334
2,0.75,60,0.375,0.75,13,0,334
3,0.75,60,0.375,0.75,13,41,334
4,0.75,60,0.375,0.75,13,71,334
5,0.75,60,0.375,0.75,13,107,334
6,0.75,60,0.375,0.75,13,120,334
2,1,60,0.375,1,13,0,334
3,1,60,0.375,1,13,0,334
4,1,60,0.375,1,13,6,334
5,1,60,0.375,1,13,21,334
6,1,60,0.375,1,13,52,334
2,0,90,0.375,0,13,76,334
3,0,90,0.375,0,13,119,334
4,0,90,0.375,0,13,157,334
5,0,90,0.375,0,13,187,334
6,0,90,0.375,0,13,199,334
2,0.25,90,0.375,0.25,13,47,334
3,0.25,90,0.375,0.25,13,114,334
4,0.25,90,0.375,0.25,13,158,334
5,0.25,90,0.375,0.25,13,163,334
6,0.25,90,0.375,0.25,13,196,334
2,0.5,90,0.375,0.5,13,22,334
3,0.5,90,0.375,0.5,13,62,334
4,0.5,90,0.375,0.5,13,104,334
5,0.5,90,0.375,0.5,13,138,334
6,0.5,90,0.375,0.5,13,159,334
2,0.75,90,0.375,0.75,13,1,334
3,0.75,90,0.375,0.75,13,33,334
4,0.75,90,0.375,0.75,13,61,334
5,0.75,90,0.375,0.75,13,114,334
6,0.75,90,0.375,0.75,13,143,334
2,1,90,0.375,1,13,0,334
3,1,90,0.375,1,13,0,334
4,1,90,0.375,1,13,1,334
5,1,90,0.375,1,13,36,334
6,1,90,0.375,1,13,57,334
2,0,120,0.375,0,13,60,334
3,0,120,0.375,0,13,129,334
4,0,120,0.375,0,13,164,334
5,0,120,0.375,0,13,182,334
6,0,120,0.375,0,13,194,334
2,0.25,120,0.375,0.25,13,48,334
3,0.25,120,0.375,0.25,13,111,334
4,0.25,120,0.375,0.25,13,141,334
5,0.25,120,0.375,0.25,13,161,334
6,0.25,120,0.375,0.25,13,185,334
2,0.5,120,0.375,0.5,13,17,334
3,0.5,120,0.375,0.5,13,68,334
4,0.5,120,0.375,0.5,13,117,334
5,0.5,120,0.375,0.5,13,125,334
6,0.5,120,0.375,0.5,13,173,334
2,0.75,120,0.375,0.75,13,1,334
3,0.75,120,0.375,0.75,13,29,334
4,0.75,120,0.375,0.75,13,83,334
5,0.75,120,0.375,0.75,13,115,334
6,0.75,120,0.375,0.75,13,132,334
2,1,120,0.375,1,13,0,334
3,1,120,0.375,1,13,0,334
